a0,a1,a2,a3,a4,a5,class
0.48373744,0.5162626,0.4723184,0.52768165,0.4915667,0.5084333,0
0.48351792,0.516482,0.47158995,0.52841,0.4918402,0.5081598,1
0.48373538,0.5162646,0.47231358,0.5276864,0.49156857,0.5084315,0
0.48494262,0.5150574,0.47040257,0.52959746,0.49203432,0.50796574,0
0.4837828,0.5162173,0.46880594,0.53119403,0.49241334,0.50758666,0
0.4837352,0.51626474,0.47231528,0.5276847,0.491568,0.50843203,1
0.4824329,0.5175671,0.48762304,0.5123769,0.49302086,0.50697917,1
0.483728,0.51627195,0.4723111,0.527689,0.49156934,0.50843066,1
0.48377544,0.51622456,0.47215515,0.52784485,0.4916375,0.5083625,1
0.48376927,0.51623064,0.47207493,0.5279251,0.49168134,0.5083186,1
0.48371944,0.51628053,0.47229505,0.5277049,0.4915752,0.50842476,1
0.48398507,0.51601493,0.504174,0.49582598,0.49302086,0.50697917,1
0.48373893,0.51626104,0.47230583,0.5276941,0.49157184,0.5084282,1
0.48349664,0.51650333,0.4980922,0.50190777,0.49302086,0.50697917,1
0.4840125,0.51598746,0.5078397,0.4921603,0.49302086,0.50697917,0
0.48373502,0.516265,0.47231624,0.52768373,0.49156737,0.50843257,0
0.48373356,0.51626647,0.4723187,0.5276813,0.49156645,0.5084335,0
0.48373654,0.5162635,0.472314,0.52768606,0.49156842,0.50843155,0
0.48328766,0.5167123,0.51168567,0.48831424,0.49302086,0.50697917,0
0.48373497,0.51626503,0.4723186,0.5276814,0.49156648,0.50843346,1
0.4837372,0.51626277,0.47231045,0.52768946,0.4915699,0.50843006,0
0.4835858,0.5164142,0.47181505,0.528185,0.49177253,0.5082275,1
0.48374906,0.516251,0.47222495,0.527775,0.49160182,0.5083982,0
0.48244357,0.5175564,0.4979613,0.50203866,0.49302086,0.50697917,1
0.48373547,0.5162645,0.47231853,0.5276815,0.49156654,0.50843346,0
0.48378268,0.51621735,0.4837754,0.51622456,0.49257034,0.5074297,0
0.4837481,0.5162518,0.47203428,0.5279657,0.49169195,0.50830805,0
0.48373497,0.516265,0.47231925,0.5276808,0.49156624,0.5084338,0
0.48373517,0.51626486,0.47231954,0.5276805,0.4915661,0.5084339,0
0.4837348,0.51626515,0.4723181,0.52768195,0.49156684,0.5084332,1
0.48373696,0.51626307,0.4723086,0.5276914,0.49157062,0.5084294,0
0.48327643,0.51672363,0.50843686,0.4915631,0.49302086,0.50697917,0
0.4837135,0.5162865,0.4722921,0.5277079,0.49157637,0.5084237,1
0.48371625,0.51628375,0.4721984,0.5278016,0.49162096,0.50837904,1
0.4837163,0.51628375,0.47205308,0.5279469,0.49168524,0.5083148,1
0.48373485,0.5162651,0.4723193,0.52768064,0.4915662,0.5084338,1
0.48092222,0.51907784,0.4683447,0.5316553,0.49302086,0.50697917,1
0.4837352,0.5162648,0.47231925,0.52768075,0.49156627,0.50843376,0
0.48373425,0.5162657,0.47231248,0.52768755,0.4915694,0.50843054,1
0.48364788,0.5163521,0.4689175,0.53108245,0.49243304,0.507567,1
0.483783,0.516217,0.47182155,0.5281785,0.49175325,0.5082467,0
0.48358598,0.516414,0.46929172,0.53070825,0.49236533,0.5076346,0
0.483735,0.51626503,0.4723124,0.52768755,0.49156904,0.508431,0
0.48373684,0.5162632,0.4723177,0.5276823,0.49156687,0.50843316,1
0.4837686,0.5162314,0.4722917,0.52770835,0.4915797,0.50842035,0
0.5221342,0.47786584,0.65710217,0.34289783,0.49302086,0.50697917,0
0.48375866,0.5162414,0.4722258,0.52777416,0.49160364,0.5083963,0
0.4837411,0.51625896,0.47231352,0.5276865,0.49156928,0.5084307,0
0.48316276,0.5168373,0.50509995,0.49490005,0.49302086,0.50697917,1
0.4831376,0.5168624,0.46889365,0.53110635,0.49242646,0.50757354,1
0.48313144,0.5168686,0.5008007,0.49919927,0.49302086,0.50697917,0
0.4836951,0.5163049,0.47210214,0.5278979,0.49166155,0.50833845,1
0.48290443,0.51709557,0.4715395,0.52846044,0.49181825,0.50818175,1
0.48375177,0.5162483,0.47231013,0.5276899,0.4915707,0.50842935,0
0.48376766,0.5162324,0.4721969,0.5278031,0.49161822,0.5083817,0
0.48373634,0.51626366,0.4722793,0.52772063,0.49158335,0.5084167,1
0.48352307,0.516477,0.47164223,0.5283578,0.49181697,0.50818306,1
0.48373473,0.5162653,0.47231218,0.52768785,0.49156898,0.5084311,0
0.48092386,0.5190761,0.46860057,0.5313994,0.49302086,0.50697917,1
0.48373473,0.5162653,0.47231382,0.5276862,0.49156857,0.50843143,1
0.4865532,0.51344675,0.54294455,0.45705542,0.49302086,0.50697917,0
0.4837216,0.5162784,0.4722034,0.52779657,0.49161336,0.5083867,0
0.48373523,0.5162648,0.47231773,0.5276823,0.4915668,0.50843316,0
0.520104,0.479896,0.59583616,0.40416384,0.49302262,0.50697744,1
0.48373482,0.51626515,0.47231817,0.5276818,0.49156672,0.5084333,1
0.4839196,0.5160804,0.47156835,0.5284317,0.4918043,0.50819564,0
0.54091847,0.45908153,0.7120691,0.287931,0.49302086,0.50697917,0
0.4837254,0.51627463,0.47169068,0.5283093,0.49181736,0.5081827,1
0.48373497,0.51626503,0.4723194,0.5276806,0.4915661,0.5084339,0
0.48349643,0.5165036,0.47172573,0.52827424,0.49179953,0.50820047,1
0.48119116,0.5188088,0.46848717,0.5315128,0.49302086,0.50697917,1
0.48373568,0.5162643,0.47231215,0.52768785,0.491569,0.508431,0
0.48373452,0.5162655,0.4723157,0.52768433,0.49156776,0.5084322,1
0.4809255,0.5190745,0.4684635,0.5315364,0.49302086,0.50697917,1
0.48374164,0.51625836,0.47071785,0.5292821,0.4919751,0.50802493,0
0.4836288,0.51637113,0.4721534,0.5278465,0.4916282,0.5083718,1
0.48351276,0.51648724,0.50516254,0.49483743,0.49302086,0.50697917,0
0.48095608,0.519044,0.4686364,0.5313636,0.49302086,0.50697917,1
0.48374683,0.5162532,0.4721956,0.52780443,0.49161527,0.5083847,0
0.48389515,0.5161048,0.47121105,0.528789,0.49190018,0.50809985,0
0.4837345,0.5162655,0.47231913,0.5276809,0.49156627,0.50843376,1
0.48369843,0.5163015,0.47193223,0.52806777,0.4917371,0.5082629,0
0.48185855,0.51814145,0.46917662,0.5308234,0.49302086,0.50697917,1
0.48373517,0.51626486,0.4723166,0.52768344,0.49156725,0.50843275,0
0.48141104,0.51858896,0.46839058,0.5316095,0.49302086,0.50697917,1
0.4837233,0.5162767,0.47226313,0.5277369,0.49158975,0.5084103,1
0.4837354,0.5162646,0.47231817,0.52768177,0.49156666,0.50843334,0
0.48092222,0.51907784,0.46845153,0.53154844,0.49302086,0.50697917,1
0.4837353,0.51626474,0.47231853,0.52768147,0.49156648,0.50843346,0
0.48373497,0.51626503,0.47231555,0.52768445,0.49156773,0.50843227,0
0.483735,0.51626503,0.47231925,0.5276807,0.49156624,0.5084338,0
0.48358193,0.5164181,0.46969685,0.5303032,0.49225053,0.50774944,1
0.48368376,0.51631624,0.5019793,0.49802068,0.49302086,0.50697917,1
0.48373654,0.51626337,0.47230846,0.5276916,0.4915705,0.5084295,0
0.4834233,0.51657665,0.46960324,0.5303967,0.49222812,0.5077719,1
0.48354992,0.51645005,0.47211748,0.5278825,0.49164602,0.508354,1
0.48411885,0.5158811,0.46959195,0.530408,0.49221286,0.50778717,0
0.48451746,0.5154826,0.5540235,0.44597647,0.4929059,0.5070941,0
0.48263475,0.5173653,0.4814896,0.51851046,0.49302086,0.50697917,1
0.48373574,0.5162642,0.47215742,0.5278426,0.49163824,0.5083617,1
0.48244584,0.5175542,0.49997783,0.50002223,0.49302086,0.50697917,0
0.48373464,0.51626545,0.4723172,0.52768284,0.4915671,0.5084329,1
0.48425913,0.5157409,0.54930574,0.4506943,0.49285161,0.5071484,0
0.48308516,0.51691484,0.46944925,0.53055066,0.49228278,0.5077172,1
0.4837496,0.51625043,0.47227684,0.5277232,0.4915839,0.5084161,1
0.48373497,0.51626503,0.47231936,0.5276806,0.49156612,0.5084339,0
0.48373502,0.516265,0.47231877,0.52768123,0.49156642,0.5084335,1
0.48373494,0.51626503,0.47231662,0.5276833,0.4915673,0.5084326,1
0.4837099,0.51629007,0.47229984,0.5277002,0.491573,0.508427,1
0.48335135,0.51664865,0.47059968,0.52940035,0.49203026,0.50796974,1
0.48469594,0.51530397,0.5179655,0.4820345,0.49302086,0.50697917,1
0.4837365,0.51626354,0.47231534,0.5276846,0.49156782,0.5084322,0
0.48385116,0.5161488,0.51733756,0.48266247,0.49288264,0.5071174,0
0.48373368,0.5162664,0.47229862,0.5277014,0.49157587,0.5084241,1
0.48229414,0.5177058,0.491666,0.50833404,0.4930183,0.5069817,0
0.48381025,0.51618975,0.4719757,0.5280243,0.4917098,0.5082903,0
0.482111,0.517889,0.53940046,0.4605996,0.49302086,0.50697917,0
0.48373613,0.5162639,0.47231862,0.5276814,0.49156654,0.50843346,0
0.48373577,0.5162642,0.47230032,0.5276997,0.49157444,0.50842565,1
0.48372474,0.5162753,0.4722166,0.5277834,0.49160734,0.5083926,0
0.4837351,0.51626486,0.47231138,0.52768856,0.4915691,0.5084309,0
0.48373413,0.5162659,0.4723188,0.5276812,0.49156636,0.50843364,1
0.48374915,0.5162508,0.4722809,0.52771914,0.49158213,0.5084179,1
0.50560313,0.49439692,0.8348065,0.16519348,0.49302086,0.50697917,0
0.4837337,0.5162663,0.4722369,0.52776307,0.4916015,0.5083985,1
0.4861154,0.5138846,0.5196959,0.48030406,0.4929833,0.50701666,1
0.48578602,0.514214,0.538606,0.4613941,0.49302086,0.50697917,0
0.48821816,0.51178175,0.55211025,0.44788975,0.49302086,0.50697917,1
0.48697945,0.5130206,0.5345524,0.46544757,0.49302086,0.50697917,0
0.48373073,0.51626927,0.472312,0.527688,0.49156907,0.50843084,1
0.48373437,0.51626563,0.47231755,0.5276824,0.49156702,0.50843304,1
0.4837344,0.5162656,0.47231752,0.5276824,0.49156693,0.5084331,1
0.48373103,0.5162689,0.4723138,0.5276862,0.4915682,0.50843173,1
0.48373798,0.51626205,0.4723107,0.52768934,0.49157014,0.5084298,0
0.48363227,0.5163677,0.5138517,0.4861484,0.49302086,0.50697917,0
0.4825624,0.51743764,0.47719115,0.52280885,0.49302086,0.50697917,1
0.48362717,0.51637286,0.46935827,0.53064173,0.49226636,0.5077336,0
0.4837326,0.5162674,0.4721176,0.5278824,0.49165097,0.50834906,0
0.4837356,0.5162645,0.47231823,0.5276817,0.4915667,0.50843334,0
0.48373473,0.5162653,0.47231945,0.5276806,0.49156615,0.5084339,1
0.48373398,0.51626605,0.47231886,0.5276811,0.49156636,0.5084336,0
0.4837353,0.5162647,0.4723186,0.52768147,0.4915665,0.50843346,0
0.4887226,0.51127744,0.55022246,0.44977754,0.49302086,0.50697917,0
0.48373064,0.5162693,0.47221872,0.52778125,0.49160874,0.5083913,0
0.4837349,0.51626503,0.4723192,0.5276809,0.49156627,0.50843376,0
0.50346553,0.4965345,0.80180764,0.19819231,0.49302086,0.50697917,0
0.4837348,0.51626515,0.47231886,0.5276811,0.4915664,0.5084336,1
0.4821305,0.51786953,0.47183138,0.5281686,0.49302086,0.50697917,1
0.48373488,0.51626515,0.472319,0.527681,0.49156633,0.50843364,1
0.48092633,0.51907367,0.46924958,0.5307505,0.49302086,0.50697917,0
0.4837349,0.5162651,0.47231936,0.5276806,0.49156612,0.5084339,0
0.48272768,0.51727235,0.49248773,0.50751233,0.49302086,0.50697917,1
0.4837394,0.5162606,0.47204983,0.5279501,0.4916908,0.5083092,1
0.4837155,0.5162844,0.47208956,0.5279104,0.49167338,0.5083266,1
0.48373175,0.51626825,0.4722966,0.52770334,0.49157575,0.5084242,1
0.483765,0.51623505,0.47224945,0.52775055,0.49159524,0.5084048,1
0.4837294,0.5162706,0.47230977,0.52769023,0.49157026,0.50842977,1
0.48373482,0.51626515,0.47231853,0.5276815,0.49156663,0.5084334,1
0.48373094,0.516269,0.4722755,0.5277245,0.49158713,0.5084129,1
0.48230436,0.51769567,0.47706428,0.52293575,0.49301684,0.5069832,1
0.48373497,0.516265,0.4723184,0.52768165,0.49156657,0.50843346,0
0.48378658,0.5162134,0.4719475,0.52805257,0.49172768,0.50827235,0
0.48375052,0.5162495,0.4723098,0.5276902,0.49157095,0.50842905,0
0.4837323,0.5162677,0.4723138,0.52768624,0.4915686,0.50843143,1
0.48409376,0.5159062,0.47210097,0.52789897,0.4916786,0.5083214,0
0.48798934,0.5120107,0.5261681,0.47383186,0.49302086,0.50697917,1
0.48373425,0.5162657,0.47231922,0.5276807,0.49156618,0.5084338,1
0.4856488,0.5143512,0.48300475,0.5169952,0.49301755,0.50698245,0
0.48373416,0.51626587,0.4722924,0.52770764,0.49157828,0.50842166,1
0.48317847,0.51682156,0.5013714,0.49862856,0.49302086,0.50697917,0
0.48376215,0.51623785,0.46943554,0.5305644,0.4921915,0.5078085,0
0.48367354,0.5163264,0.4700086,0.52999145,0.4921731,0.50782686,1
0.48373964,0.5162603,0.472247,0.527753,0.49159703,0.50840294,1
0.4837537,0.51624626,0.4722162,0.5277839,0.49160957,0.5083904,0
0.48092222,0.51907784,0.46860185,0.5313982,0.49302074,0.5069793,1
0.4837329,0.5162671,0.47230086,0.5276992,0.4915748,0.5084252,1
0.48366722,0.5163328,0.47061047,0.5293895,0.49201927,0.5079808,1
0.4841339,0.51586604,0.47138897,0.52861106,0.49259627,0.50740373,1
0.48373473,0.5162653,0.47231743,0.5276826,0.491567,0.50843304,1
0.4837088,0.5162912,0.4721396,0.52786034,0.4916552,0.50834477,1
0.63450426,0.36549574,0.9071108,0.09288922,0.49302086,0.50697917,0
0.4837353,0.5162647,0.4723193,0.5276807,0.49156624,0.5084338,0
0.48479715,0.51520294,0.5149894,0.48501065,0.49302086,0.50697917,0
0.48298228,0.5170177,0.4954466,0.5045534,0.49302086,0.50697917,1
0.48375127,0.51624876,0.4718806,0.5281194,0.49175295,0.508247,0
0.48373568,0.51626426,0.47231883,0.5276811,0.49156642,0.5084335,0
0.48336872,0.51663125,0.5113436,0.48865634,0.49302086,0.50697917,0
0.48839816,0.51160187,0.58821756,0.41178247,0.49302086,0.50697917,1
0.48373696,0.51626307,0.47217914,0.5278209,0.49162486,0.50837517,0
0.4837344,0.51626563,0.47231215,0.5276879,0.4915691,0.5084309,0
0.4837352,0.5162648,0.4722983,0.5277017,0.49157402,0.50842595,0
0.484316,0.51568395,0.5036164,0.49638358,0.49302086,0.50697917,0
0.48809922,0.5119008,0.70460933,0.29539073,0.49302086,0.50697917,0
0.4836814,0.51631856,0.47225568,0.52774423,0.4915894,0.5084106,1
0.48504096,0.51495904,0.5250294,0.47497058,0.49302086,0.50697917,0
0.4839703,0.51602966,0.47086138,0.5291386,0.49196872,0.5080313,0
0.5051395,0.49486047,0.8334678,0.16653228,0.49302086,0.50697917,0
0.48371586,0.5162841,0.46970093,0.53029907,0.49222255,0.50777745,1
0.4833782,0.51662177,0.47189516,0.5281048,0.4917287,0.5082713,1
0.48092222,0.51907784,0.46860057,0.5313994,0.49302086,0.50697917,1
0.48385626,0.5161437,0.47184688,0.5281531,0.49176043,0.50823957,0
0.48373497,0.51626503,0.47231963,0.5276804,0.49156603,0.50843394,0
0.48373494,0.5162651,0.47231916,0.5276808,0.4915663,0.50843376,1
0.48373717,0.5162628,0.4723187,0.5276813,0.49156654,0.5084334,0
0.48366252,0.5163375,0.47207853,0.5279215,0.49166805,0.50833195,1
0.48373404,0.516266,0.4723033,0.5276967,0.49157307,0.5084269,1
0.48379743,0.51620257,0.4711791,0.5288209,0.4919221,0.50807786,1
0.4837788,0.5162212,0.47222662,0.5277733,0.49160892,0.50839114,0
0.48434275,0.51565725,0.50292593,0.4970741,0.49302086,0.50697917,1
0.483815,0.516185,0.47211823,0.5278818,0.49165568,0.50834435,0
0.48437825,0.5156218,0.5193344,0.48066565,0.49302086,0.50697917,0
0.5568837,0.4431163,0.7193246,0.28067535,0.49302086,0.50697917,0
0.48366544,0.5163346,0.5150881,0.4849119,0.49294353,0.50705653,0
0.4837352,0.51626474,0.4723193,0.52768064,0.4915662,0.5084338,0
0.48362187,0.5163781,0.46957153,0.53042847,0.49222273,0.50777733,0
0.4837086,0.5162914,0.47229788,0.52770215,0.49157423,0.5084258,1
0.4837267,0.51627326,0.47227198,0.527728,0.4915869,0.50841314,1
0.48349816,0.51650184,0.47196448,0.5280355,0.4917116,0.50828844,1
0.48175406,0.51824594,0.6348076,0.36519244,0.49302086,0.50697917,1
0.48352933,0.5164706,0.47039205,0.5296079,0.49203125,0.5079687,0
0.4849057,0.5150943,0.5748313,0.4251687,0.49297735,0.5070227,0
0.483921,0.51607907,0.47215608,0.5278439,0.4916415,0.50835854,0
0.48373908,0.5162609,0.4723141,0.5276859,0.49156848,0.50843155,0
0.4837349,0.51626503,0.47231936,0.52768064,0.49156618,0.5084338,1
0.48384458,0.5161555,0.47108904,0.52891093,0.49188846,0.5081116,0
0.48375142,0.5162486,0.47218245,0.5278176,0.49162447,0.5083756,0
0.48360375,0.5163962,0.4721694,0.52783066,0.4916268,0.50837326,1
0.48373494,0.51626503,0.4723,0.5277,0.49157408,0.50842595,0
0.48578438,0.51421565,0.53030026,0.4696997,0.49302086,0.50697917,0
0.48373368,0.51626635,0.47228473,0.5277153,0.4915814,0.5084186,1
0.48094526,0.5190547,0.46851343,0.5314865,0.49301565,0.50698435,1
0.48328596,0.516714,0.4689251,0.5310749,0.49250358,0.5074964,1
0.48371947,0.5162805,0.47174853,0.5282515,0.49180663,0.5081933,1
0.48358822,0.51641184,0.47105634,0.5289437,0.4919611,0.5080389,1
0.4810251,0.51897484,0.46860057,0.5313994,0.49302086,0.50697917,1
0.48337376,0.51662624,0.4719947,0.5280053,0.49168503,0.50831497,1
0.48092222,0.51907784,0.46860057,0.5313994,0.49302086,0.50697917,1
0.48373565,0.51626426,0.47231558,0.5276844,0.4915677,0.5084323,0
0.48371094,0.51628906,0.47223973,0.5277602,0.49159864,0.50840133,1
0.48355478,0.5164452,0.47183686,0.5281632,0.4917923,0.5082077,1
0.4837454,0.51625454,0.4722268,0.52777314,0.49160123,0.5083988,0
0.4837344,0.5162656,0.4723185,0.5276815,0.4915665,0.50843346,1
0.48390734,0.51609266,0.47202182,0.5279782,0.49170142,0.5082986,1
0.52900183,0.47099817,0.82818264,0.1718174,0.49302086,0.50697917,0
0.48373652,0.5162635,0.47231296,0.5276871,0.49156883,0.50843114,0
0.48373538,0.5162647,0.47231755,0.52768254,0.4915668,0.50843316,0
0.48373494,0.5162651,0.4723184,0.5276816,0.49156654,0.50843346,0
0.4837349,0.5162651,0.4723191,0.5276809,0.4915663,0.5084337,1
0.4837352,0.51626474,0.47196177,0.5280382,0.49172157,0.5082784,0
0.48373517,0.5162648,0.47231877,0.52768123,0.49156645,0.5084336,0
0.48494813,0.5150519,0.5000982,0.4999018,0.49302086,0.50697917,1
0.48373646,0.5162636,0.47231492,0.52768505,0.49156812,0.5084319,0
0.48370683,0.51629317,0.4722343,0.5277657,0.4916031,0.5083969,1
0.4836789,0.5163211,0.47204918,0.5279508,0.49169877,0.5083012,1
0.48373514,0.5162648,0.47231898,0.527681,0.49156633,0.5084337,0
0.4837345,0.5162656,0.47231454,0.5276855,0.4915681,0.5084319,0
0.48431447,0.5156856,0.5426317,0.45736834,0.49302086,0.50697917,0
0.48373416,0.51626587,0.47200313,0.52799684,0.49171343,0.5082865,1
0.48353115,0.5164689,0.472021,0.52797896,0.49169478,0.5083052,1
0.48298684,0.5170132,0.46964386,0.5303562,0.49227265,0.5077274,1
0.48373508,0.5162649,0.4723193,0.52768064,0.4915662,0.5084338,0
0.48229188,0.5177082,0.4712642,0.5287358,0.49302086,0.50697917,1
0.48367935,0.51632065,0.47086865,0.52913135,0.49199912,0.50800085,1
0.4837385,0.5162616,0.4723037,0.5276963,0.491573,0.508427,0
0.4833122,0.51668787,0.5084539,0.49154603,0.49302086,0.50697917,1
0.48352036,0.5164797,0.46887884,0.5311212,0.49248815,0.5075118,1
0.48368987,0.5163101,0.47197068,0.5280293,0.49174488,0.5082551,1
0.48092222,0.51907784,0.46860057,0.5313994,0.49302086,0.50697917,1
0.4836986,0.5163014,0.47071505,0.5292849,0.4919843,0.5080157,0
0.48384598,0.51615405,0.47224292,0.5277571,0.49160284,0.50839716,0
0.48604727,0.5139528,0.5183107,0.48168924,0.49302086,0.50697917,0
0.48373574,0.51626426,0.47231936,0.5276806,0.49156624,0.50843376,0
0.48373097,0.51626897,0.4723086,0.52769136,0.4915709,0.5084291,1
0.4837355,0.51626456,0.47226202,0.527738,0.49158734,0.5084126,0
0.48373488,0.51626515,0.47231686,0.52768314,0.4915673,0.5084326,1
0.4836885,0.5163115,0.47223568,0.52776426,0.4915986,0.50840133,1
0.48376215,0.51623785,0.47177678,0.5282232,0.49179283,0.5082072,1
0.4855026,0.5144974,0.53309643,0.46690354,0.49274293,0.5072571,0
0.48373625,0.5162638,0.5063383,0.49366167,0.49302086,0.50697917,0
0.4837382,0.51626176,0.47229788,0.52770215,0.49157515,0.5084248,0
0.48362446,0.51637554,0.47178468,0.52821535,0.49179578,0.5082042,1
0.48380432,0.51619565,0.47142097,0.52857906,0.49184236,0.5081577,0
0.48525134,0.5147487,0.47092646,0.5290735,0.49236336,0.5076366,0
0.4837328,0.5162672,0.4722248,0.5277752,0.49160478,0.50839525,0
0.48408374,0.5159162,0.48059657,0.5194034,0.4925451,0.5074548,0
0.483745,0.51625496,0.47231418,0.5276858,0.4915691,0.50843084,0
0.48370513,0.5162949,0.4722338,0.5277662,0.4916017,0.5083983,1
0.48373446,0.5162655,0.47231758,0.5276824,0.49156696,0.50843304,1
0.48369476,0.5163052,0.4720945,0.5279055,0.49167225,0.5083277,1
