f1,f3,f5,f7,f8,f9,f10,f11,f12,f13,f14,f15,f18,f19,f21,f23,f25,f29,f31,f33,class
1.0,0.835325,0.8331299999999999,0.7859849999999999,0.593805,0.5179809523809523,0.670405,0.8181050000000001,0.560655,0.810495,0.571425,0.893185,0.590755,0.571975,0.76944,0.7571,0.74419,0.7171649999999999,0.7033149999999999,1.0,0
1.0,0.87426,0.8284,0.9031049999999999,0.514055,0.8854619047619048,0.512575,0.81731,0.54364,0.8579899999999999,0.5392,0.8653850000000001,0.36094499999999996,0.82988,0.89349,0.673075,0.826925,0.7677499999999999,0.7951199999999999,0.7818050000000001,0
1.0,0.93886,0.91712,0.9239149999999999,0.5203800000000001,0.8436857142857142,0.48913,0.8858699999999999,0.47146499999999997,0.911685,0.44701,0.839675,0.39538,0.91712,0.932065,0.9864149999999999,0.92527,0.92935,0.8926649999999999,0.8953800000000001,0
1.0,1.0,1.0,0.8125,0.0,0.9523809523809524,1.0,0.5125,0.515625,1.0,1.0,0.5,0.0,1.0,1.0,0.65625,1.0,1.0,0.02812500000000001,0.5,1
0.0,0.0,1.0,0.5,0.5,0.9523809523809524,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1
1.0,0.947945,0.8306450000000001,0.647605,0.9541200000000001,0.4533952380952381,0.972075,0.27137500000000003,0.923025,0.11170000000000002,0.792555,0.03590500000000002,0.423425,0.11968,0.245345,0.425525,0.607905,0.8742300000000001,0.91571,0.8843099999999999,0
1.0,0.0,0.61111,0.12153499999999999,0.14508000000000004,0.32990952380952376,0.8562099999999999,0.0,1.0,0.09150499999999999,0.6699350000000001,0.10457499999999996,0.08496499999999996,0.199345,0.477125,0.97059,0.0,0.0,0.5915050000000001,0.29899499999999996,1
1.0,0.51926,0.5021399999999999,0.509985,0.490015,0.4863809523809524,0.47503500000000004,0.47575,0.49358,0.507135,0.48858999999999997,0.5,0.485735,0.49144,0.5107,0.52568,0.52568,0.509985,0.48716000000000004,0.49286499999999994,1
1.0,1.0,1.0,1.0,0.61054,0.9523809523809524,0.4375,1.0,0.6974750000000001,1.0,0.744905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.9683450000000001,0.803805,0.96157,0.29935500000000004,0.9196333333333332,0.58414,0.980985,0.545305,0.9983799999999999,0.54086,0.95793,0.37338000000000005,0.936895,0.9243549999999999,0.8754049999999999,0.922735,0.99272,0.8915850000000001,0.929205,0
1.0,0.809285,0.8534700000000001,0.8517899999999999,0.50839,0.8298714285714286,0.50112,0.855145,0.57886,0.8579399999999999,0.49888000000000005,0.8987700000000001,0.417225,0.8433999999999999,0.8126399999999999,0.80481,0.8562649999999999,0.816555,0.8942950000000001,0.8260649999999999,0
1.0,1.0,1.0,1.0,0.38172,0.9523809523809524,0.46243,1.0,0.37495,1.0,0.369195,1.0,0.30697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.9879399999999999,0.9730049999999999,0.96403,0.35825,0.8856952380952381,0.36329,0.8988299999999999,0.260355,0.891125,0.24618,0.8731399999999999,0.15957000000000002,0.68926,0.68162,0.6594899999999999,0.6139600000000001,0.52303,0.47868999999999995,0.43083999999999995,0
1.0,1.0,1.0,0.0,1.0,0.9523809523809524,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1.0,0.633335,0.7666649999999999,0.6666650000000001,0.433335,0.6507952380952381,0.558335,0.783335,0.508335,0.8583350000000001,0.541665,0.85,0.6,0.7083349999999999,0.658335,0.85,0.625,0.7,0.7333350000000001,0.7083349999999999,0
1.0,0.9180450000000001,0.8608549999999999,0.829145,0.541575,0.5899428571428571,0.564805,0.7191850000000001,0.60165,0.7470899999999999,0.56343,0.723735,0.51461,0.7407900000000001,0.664175,0.647475,0.63218,0.632145,0.593835,0.583275,0
1.0,0.981775,1.0,1.0,0.393435,0.9523809523809524,0.31913,0.96285,0.28215500000000004,0.97255,0.29666,0.95196,0.32371500000000003,0.9226850000000001,0.8767299999999999,0.8481850000000001,0.92553,0.627175,0.7255699999999999,0.694475,0
1.0,1.0,1.0,1.0,0.4852,0.9523809523809524,0.46493,0.989195,0.46871999999999997,1.0,0.46728,0.9863049999999999,0.431675,0.9709200000000001,0.9979450000000001,0.974075,0.9473450000000001,0.92822,0.918885,0.919335,0
1.0,0.95058,0.896495,0.86495,0.752575,0.7608761904761904,0.864985,0.721515,0.90576,0.6220600000000001,0.937465,0.5321899999999999,0.9369799999999999,0.35630500000000004,0.266825,0.214325,0.15920500000000004,0.13815500000000006,0.142625,0.16150499999999998,0
1.0,0.941205,0.86616,0.670545,0.7926350000000001,0.5034142857142857,1.0,0.45381000000000005,0.96059,0.18798499999999999,0.85998,0.15116500000000002,0.705975,0.0,0.10513499999999998,0.11549499999999994,0.21379000000000006,0.485105,0.6269600000000001,0.50097,0
1.0,0.747575,0.6480600000000001,0.674755,0.5,0.7489619047619047,0.48786499999999994,0.7912600000000001,0.512135,0.667475,0.52427,0.762135,0.4466,0.71602,0.674755,0.5946600000000001,0.6553399999999999,0.6966,0.63107,0.686895,0
0.0,1.0,1.0,1.0,0.0,0.9523809523809524,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,1
1.0,1.0,1.0,1.0,0.864865,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87234,0.948235,0.82314,0.554095,0.41315,0.09308499999999996,0
1.0,0.9263549999999999,1.0,1.0,1.0,0.9117761904761904,0.496125,0.9186049999999999,0.5193800000000001,1.0,0.6357649999999999,1.0,0.523255,0.95349,1.0,1.0,0.9031,0.92248,1.0,1.0,1
0.0,1.0,1.0,0.0,0.0,0.9523809523809524,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.125,1.0,1.0,0.0,0.5,1.0,1
1.0,0.92355,0.86819,0.939365,0.5413,0.8996571428571427,0.454305,0.893675,0.5333899999999999,0.9033399999999999,0.498245,0.8963099999999999,0.477155,0.93585,0.90861,0.85501,0.932335,0.891035,0.878735,0.9288200000000001,0
1.0,0.8333349999999999,0.9870200000000001,0.74795,0.750685,0.8365857142857143,0.49863500000000005,0.8258200000000001,0.429645,0.70082,0.255465,0.69604,0.6591549999999999,0.89276,0.737705,1.0,0.80328,0.93784,0.77664,0.56967,0
1.0,1.0,1.0,1.0,0.59749,0.9523809523809524,0.642265,1.0,0.67413,1.0,0.6913050000000001,0.972875,0.751955,0.8795299999999999,0.90322,0.8978900000000001,0.8332149999999999,0.74769,0.735135,0.666905,0
1.0,0.8704200000000001,0.8953700000000001,0.892875,0.518965,0.7915714285714286,0.54974,0.8390049999999999,0.65576,0.8796700000000001,0.53674,0.873475,0.46073500000000006,0.8180649999999999,0.8501049999999999,0.8409150000000001,0.8350799999999999,0.828535,0.7987949999999999,0.787275,0
0.0,0.0,0.5,0.0,1.0,0.9523809523809524,0.3125,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1
1.0,0.81755,0.8826499999999999,0.80716,0.68014,0.7874190476190476,0.49768999999999997,0.8210149999999999,0.54157,0.89723,0.28291,0.8625849999999999,0.569285,0.81755,0.816395,0.8547549999999999,0.823325,0.808315,0.8315799999999999,0.8452649999999999,0
0.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1.0,0.987335,0.9706,0.943915,0.6612399999999999,0.9000428571428571,0.663555,0.92775,0.7260850000000001,0.8614900000000001,0.76142,0.8497300000000001,0.834465,0.744345,0.721225,0.676445,0.6341600000000001,0.537485,0.48518999999999995,0.44855500000000004,0
1.0,0.67673,0.846935,0.840975,0.48213,0.7415095238095237,0.469405,0.80918,0.447665,0.810495,0.467365,0.796805,0.367955,0.791065,0.74868,0.731205,0.72504,0.67794,0.6611600000000001,0.6447149999999999,0
1.0,0.992275,0.99029,1.0,0.461825,0.9462857142857142,0.5072800000000001,0.97639,0.48698,0.9925,0.46271,0.9969100000000001,0.45233999999999996,0.9863200000000001,0.9964700000000001,0.97639,0.98676,0.967345,0.9856600000000001,0.98389,0
1.0,0.940895,0.7978649999999999,0.59836,0.972685,0.3614142857142857,0.96272,0.18737,0.8562850000000001,0.06778500000000004,0.6682600000000001,0.03808,0.276465,0.26525,0.44881499999999996,0.63192,0.77992,0.86239,0.7906850000000001,0.6737449999999999,0
1.0,1.0,1.0,0.75,0.444445,0.6481476190476191,0.38889,1.0,0.37144,0.583335,0.444445,1.0,0.305735,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1
1.0,0.99083,0.9905149999999999,0.987825,0.471505,0.9330809523809525,0.465145,0.9950200000000001,0.477465,0.973565,0.44448999999999994,0.9668450000000001,0.44208500000000006,0.8984099999999999,0.94137,0.931285,0.942435,0.8927299999999999,0.884555,0.8716149999999999,0
1.0,0.69643,0.10588000000000004,0.41686000000000006,0.11811,0.7936523809523809,0.50595,0.910715,0.70238,0.16385,0.653645,0.326015,0.57738,0.77381,0.24085,0.261745,0.6607149999999999,0.7857149999999999,0.225545,0.627205,1
1.0,1.0,1.0,0.95505,1.0,0.3477619047619047,1.0,0.08423999999999998,1.0,0.0,1.0,0.0,0.21110500000000004,0.0,0.0,0.23581,0.9500700000000001,1.0,1.0,1.0,0
1.0,0.997245,0.92041,0.941185,0.41784499999999997,0.9479095238095238,0.46871499999999994,0.9824200000000001,0.46252,0.926105,0.51483,0.9358049999999999,0.435115,0.99149,0.9493799999999999,0.9391799999999999,0.96684,0.97147,0.901265,0.8829299999999999,0
1.0,0.975565,0.975915,0.96719,0.4904,0.9266190476190476,0.50803,0.98255,0.516405,0.9708549999999999,0.53665,0.973125,0.5007,0.9741700000000001,0.96335,0.96562,0.9726,0.9657950000000001,0.9703299999999999,0.957415,0
1.0,0.895785,0.5,0.782705,0.53437,0.6641333333333332,1.0,0.6917949999999999,0.997785,0.48780500000000004,0.7660750000000001,0.618625,0.97561,0.24500999999999998,0.449,0.28714,0.04213,0.0,0.0,0.5,1
1.0,1.0,1.0,0.8333349999999999,0.555555,0.9523809523809524,0.444445,0.9444450000000001,0.444445,1.0,0.38889,0.88889,0.5,1.0,0.88889,0.8333349999999999,0.8333349999999999,1.0,0.9444450000000001,1.0,0
0.0,1.0,0.0,0.0,0.0,0.4761904761904762,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1
1.0,0.160325,0.0,1.0,0.816585,0.4929285714285714,0.0,0.0,0.0,1.0,1.0,0.943415,1.0,0.9192,1.0,0.0,0.40571999999999997,0.0,0.0,1.0,1
1.0,1.0,1.0,1.0,0.46757,0.9292142857142855,0.49188999999999994,0.9945950000000001,0.483785,0.9945950000000001,0.543245,1.0,0.545945,0.98919,1.0,1.0,0.98919,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.0,0.9523809523809524,0.0,1.0,0.0,1.0,0.4908,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
1.0,0.7368399999999999,0.918905,0.915775,0.513075,0.8020047619047619,0.473685,0.8421049999999999,0.5,0.8992800000000001,0.5251399999999999,0.891575,0.7368399999999999,1.0,0.86275,0.851505,0.710525,0.7631600000000001,0.8007500000000001,0.7870900000000001,0
1.0,0.5,0.9945950000000001,0.594595,0.472975,0.4761904761904762,0.5,0.9662149999999999,0.536485,1.0,0.4,1.0,0.443245,0.5,1.0,1.0,0.5,0.5,1.0,0.644595,1
1.0,0.3975,0.615,0.64125,0.65875,0.6297619047619047,0.675,0.681425,0.326915,0.54625,0.6375,0.4525,0.6174999999999999,0.329065,0.26,0.64954,0.21,0.265,0.36448,0.702225,1
1.0,0.71818,0.79091,0.59091,0.16363499999999995,0.6406904761904761,0.48181999999999997,0.645455,0.472725,0.645455,0.645455,0.68182,0.49091,0.68182,0.563635,0.8090900000000001,0.6636350000000001,0.672725,0.563635,0.645455,1
1.0,1.0,1.0,1.0,0.6348400000000001,0.9523809523809524,0.62534,1.0,0.6438900000000001,1.0,0.6932149999999999,1.0,0.8285049999999999,1.0,1.0,1.0,0.947965,0.928055,0.8719450000000001,0.8574649999999999,0
1.0,0.7947,0.92715,0.90563,0.536425,0.7458238095238094,0.581125,0.663905,0.6208600000000001,0.7516550000000001,0.56126,0.819535,0.713575,0.771525,0.82616,0.8443700000000001,0.75936,0.7310800000000001,0.71742,0.704105,0
1.0,0.9518700000000001,1.0,1.0,0.50802,0.9192761904761904,0.502675,0.967915,0.49198000000000003,1.0,0.5,1.0,0.524065,0.9572200000000001,0.9839549999999999,0.99465,0.9812850000000001,0.9385049999999999,1.0,0.989305,0
1.0,0.625,0.7333350000000001,0.59518,0.61983,0.5131714285714285,0.599695,0.50535,0.5746100000000001,0.48816499999999996,0.55094,0.481575,0.5172899999999999,0.48385,0.48763,0.49137,0.494515,0.49853000000000003,0.499555,0.500125,0
1.0,0.171875,0.53125,0.5,0.53125,0.7738095238095237,0.53125,0.59375,0.5,0.484375,0.546875,0.53125,0.421875,0.71875,0.5,0.5,0.515625,0.140625,0.484375,0.5,1
1.0,0.857605,0.8333349999999999,0.815535,0.47411,0.8475904761904761,0.540455,0.83657,0.548545,0.823625,0.57929,0.80097,0.47734499999999996,0.73463,0.823625,0.6957949999999999,0.762135,0.65696,0.745955,0.6521049999999999,0
1.0,0.91312,0.8953899999999999,0.9521299999999999,0.49113500000000004,0.9186095238095238,0.50532,0.90071,0.544325,0.973405,0.49645500000000004,0.9716299999999999,0.601065,0.975175,0.9574450000000001,0.90248,0.955675,0.8883,0.962765,0.962765,0
1.0,0.80769,0.8907849999999999,0.8874299999999999,0.513235,0.7860809523809523,0.44846,0.8876900000000001,0.54,0.8698049999999999,0.5253,0.86161,0.45538500000000004,0.8084600000000001,0.8311649999999999,0.8193900000000001,0.80077,0.775385,0.766945,0.753045,0
1.0,0.5,0.5,0.5,0.5,0.4761904761904762,0.5,0.810975,1.0,0.5,0.5,0.5,0.140245,0.78049,0.5,0.5,0.5,0.5,0.5,0.5,1
1.0,1.0,1.0,1.0,0.472185,0.9523809523809524,0.54382,1.0,0.598255,1.0,0.60164,1.0,0.552805,1.0,1.0,1.0,1.0,0.978015,1.0,1.0,0
1.0,1.0,1.0,0.933175,0.091105,0.9277,0.805265,0.9773649999999999,0.29309,0.94243,0.34131999999999996,0.939685,0.1891,0.561225,0.95142,0.8117850000000001,0.776945,0.7032499999999999,0.66492,0.433295,0
0.0,1.0,1.0,0.5,0.5,0.4761904761904762,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1
1.0,0.8735200000000001,0.768775,0.8636349999999999,0.54743,0.8074523809523809,0.444665,0.83399,0.38241,0.939725,0.40415,0.868575,0.498025,0.81818,0.8962450000000001,0.832015,0.8359700000000001,0.800395,0.6877449999999999,0.8053349999999999,0
0.0,0.5,0.5,0.5,0.5,0.4761904761904762,0.5,0.5,0.5,0.0,0.0,0.5,0.875,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1
1.0,0.940425,0.8419449999999999,0.67408,0.8989199999999999,0.5039619047619047,0.95421,0.35108,0.93245,0.186825,0.84795,0.11446999999999995,0.54204,0.09179499999999996,0.17710499999999998,0.30117,0.44426499999999997,0.703375,0.78313,0.813825,0
1.0,0.950355,1.0,0.950355,0.503545,0.8797714285714285,0.52837,1.0,0.51773,0.98936,0.50532,0.98759,0.484045,0.94858,0.93085,1.0,0.950355,0.973405,1.0,0.968085,0
1.0,0.0,0.5,0.75407,0.10749000000000004,0.7646952380952381,0.6644950000000001,0.0,0.29316,0.5,0.5,0.5,0.36645,0.6824100000000001,0.98534,0.0,1.0,0.0,1.0,0.5,1
1.0,0.6460100000000001,0.726655,0.758915,0.49745500000000004,0.7268190476190476,0.6044149999999999,0.76231,0.41681,0.7368399999999999,0.47623000000000004,0.77759,0.387945,0.712225,0.674875,0.640915,0.7586550000000001,0.673175,0.8539899999999999,0.6977949999999999,0
1.0,1.0,0.981075,1.0,0.48281999999999997,0.9523809523809524,0.474645,0.99513,0.46453999999999995,0.995865,0.45498999999999995,1.0,0.42871499999999996,0.99155,1.0,1.0,0.9948549999999999,0.972995,0.9821799999999999,0.935055,0
0.0,1.0,0.5,1.0,0.0,0.9523809523809524,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1
1.0,0.958835,0.93045,0.8643649999999999,0.728735,0.7639285714285713,0.849325,0.75188,0.87461,0.6805,0.908975,0.57832,0.92605,0.41805,0.32002,0.284565,0.2343,0.17744499999999996,0.17145,0.17972,0
1.0,0.5273,0.48707,0.507185,0.52299,0.4392428571428571,0.50431,0.50862,0.466955,0.48132,0.52155,0.45833500000000005,0.54023,0.47988500000000006,0.510055,0.48132,0.5158050000000001,0.51293,0.51293,0.47701000000000005,1
1.0,1.0,1.0,1.0,0.461755,0.9523809523809524,0.446975,1.0,0.44463500000000006,1.0,0.302555,1.0,0.34058,0.932365,0.958465,0.9803,0.9093700000000001,0.8789199999999999,0.90224,0.8717699999999999,0
1.0,0.0,0.24653000000000005,1.0,0.0,0.9523809523809524,0.769095,0.5,0.5,0.6197900000000001,0.0,1.0,0.5,1.0,1.0,0.5,0.14236,1.0,0.8489599999999999,0.737845,1
1.0,1.0,1.0,1.0,0.492175,0.9523809523809524,0.492175,1.0,0.485955,1.0,0.489065,0.99914,0.48381,0.9965700000000001,1.0,1.0,1.0,0.997,0.9952850000000001,0.9948549999999999,0
1.0,1.0,1.0,1.0,0.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1
1.0,0.7877000000000001,0.8759899999999999,0.8075399999999999,0.49405,0.7331809523809524,0.516865,0.80853,0.549605,0.795635,0.488095,0.8134899999999999,0.512895,0.801585,0.739085,0.795635,0.75,0.80853,0.8442449999999999,0.8125,0
1.0,0.8562649999999999,0.7064349999999999,0.9900950000000001,0.452635,0.9509952380952379,0.44882,1.0,0.445245,0.794825,1.0,0.91863,0.410685,0.9038,0.37043,0.7596649999999999,0.827465,0.8190550000000001,0.93068,0.38406999999999997,1
1.0,0.87395,0.91656,0.91319,0.5123449999999999,0.8883571428571428,0.508405,0.8025199999999999,0.52941,0.895465,0.523655,0.8872049999999999,0.5966400000000001,0.92017,0.856425,0.844475,0.8319350000000001,0.806725,0.7909349999999999,0.7766500000000001,0
1.0,0.6666650000000001,0.72222,0.694445,0.583335,0.6746047619047619,0.569445,0.75,0.444445,0.774555,0.45778500000000005,0.7916650000000001,0.51389,0.625,0.73611,0.76389,0.694445,0.59722,0.68462,0.541665,0
1.0,0.916835,0.8277049999999999,0.67481,0.8533850000000001,0.5585380952380952,0.8947350000000001,0.40512,0.89943,0.29135500000000003,0.8327049999999999,0.157895,0.59746,0.1391,0.18985,0.25417500000000004,0.367115,0.61354,0.7155,0.82331,0
1.0,0.8295450000000001,0.5,0.5,0.5,0.8441571428571428,1.0,1.0,0.35985,0.5,0.5,0.5,0.386365,0.9204549999999999,1.0,0.5,0.5,0.435605,0.5,0.5,1
1.0,0.509875,0.52045,0.51058,0.50564,0.4815619047619048,0.52186,0.50141,0.5007050000000001,0.509875,0.48448500000000005,0.490125,0.5134,0.48801000000000005,0.52186,0.50917,0.5,0.5028199999999999,0.49153500000000006,0.503525,1
1.0,0.9175399999999999,0.8686950000000001,0.921745,0.47216499999999995,0.9068619047619048,0.47689,0.9469549999999999,0.56565,0.905985,0.533615,0.8965350000000001,0.48949499999999996,0.983195,0.938025,0.887605,0.9768899999999999,1.0,0.9333,0.95273,0
1.0,0.7135400000000001,0.5,0.5,0.5,0.6974190476190476,0.7552099999999999,0.79479,0.510415,0.5,0.5,0.5,0.272915,0.7958350000000001,0.5,0.5,0.99375,0.360415,0.5,0.5,1
1.0,0.97026,0.97085,0.9749700000000001,0.49263999999999997,0.9327523809523808,0.4947,0.973205,0.48145,0.985865,0.49116499999999996,0.985275,0.47968,0.97615,0.971145,0.964075,0.9602450000000001,0.95171,0.9599549999999999,0.9602450000000001,0
1.0,0.7096600000000001,0.675,0.6159100000000001,0.639775,0.4588761904761904,0.72159,0.5225850000000001,0.68097,0.404545,0.66818,0.43325,0.702275,0.32613499999999995,0.39986,0.40681999999999996,0.42998500000000006,0.0,0.48541999999999996,0.49737,1
0.0,1.0,1.0,0.5,0.5,0.4761904761904762,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1
1.0,0.7992,0.9140450000000001,0.8800049999999999,0.8535450000000001,0.8762380952380951,0.44508000000000003,0.986555,0.539905,0.9791200000000001,0.07136499999999996,0.95981,0.47397,0.943365,0.9924200000000001,0.93335,0.64302,0.81479,0.9387850000000001,0.9098950000000001,1
1.0,1.0,0.0,0.0,0.08771999999999996,0.6411857142857142,0.6052649999999999,0.7302649999999999,0.53509,0.614035,0.52851,0.6754399999999999,0.48026499999999994,0.614035,0.5,0.350875,1.0,1.0,0.6754399999999999,0.914475,1
1.0,0.22910000000000005,0.33127,0.7600600000000001,0.43033999999999994,0.6280428571428571,0.465945,0.603715,0.42415,0.7368399999999999,0.54489,0.7817350000000001,0.726005,0.66873,0.75232,0.18111500000000005,1.0,0.42415,0.511995,0.7631600000000001,1
1.0,0.9057149999999999,0.925715,0.895,0.50357,0.8551,0.47857,0.9378549999999999,0.5,0.927855,0.46643,0.9321450000000001,0.472855,0.905,0.884285,0.92143,0.885,0.912855,0.9071450000000001,0.910715,0
1.0,0.663945,0.57985,0.5701,0.872425,0.3565190476190476,0.959965,0.41748500000000005,0.63332,0.18143000000000006,0.624325,0.011749999999999984,0.400455,0.34739000000000003,0.42787,0.546725,0.6415350000000001,0.655025,0.6072150000000001,0.56688,0
