a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,class
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0064426437,0.41248575,0.12170521,0.021246376,0.04508875,0.05535977,0.05646258,0.009500331,0.011661749,0.024026845,0.12301635,0.002619427,0.0015697576,0.0018436846,0.009854707,0.024628876,0.07248731,0.0011410745,0.57201976,0.08279169,0.035706308,0.0116503425,0.029986458,0.05826395,0.00585338,0.005241802,0.016258687,0.09756696,0.0010113873,0.00059781043,0.001912977,0.0043593417,0.01017619,0.06546182,1
0.0017140015,0.14049411,0.03778435,0.040944804,0.014252387,0.023019161,0.014529627,0.0038030683,0.0050188773,0.01835616,0.64508414,0.0006597998,0.00066930364,0.0016477018,0.003276459,0.017453425,0.031292558,0.0041906936,0.47639853,0.11523044,0.0144202765,0.03858667,0.04749727,0.048341304,0.0064241677,0.007848081,0.017909463,0.12548038,0.0013245817,0.0007505386,0.00093329424,0.0064453026,0.018655838,0.06956316,0.0022618116,0.4900413,0.0815468,0.053179275,0.020973327,0.03997938,0.062011894,0.0074372767,0.008463908,0.018438183,0.11805175,0.0019117317,0.0012552696,0.0031689887,0.0064135557,0.016574483,0.068291076,16
0.008258768,0.33167437,0.13413392,0.050016016,0.046634004,0.06405249,0.084626175,0.017153332,0.017816259,0.027545437,0.06539299,0.0067021917,0.0069541456,0.005447321,0.010306757,0.037584264,0.08570153,0.008221677,0.36210048,0.12253998,0.038618706,0.04751804,0.05849326,0.062316805,0.012937285,0.015565039,0.029082723,0.11704433,0.0046075657,0.00285521,0.0035561803,0.013639179,0.027534071,0.07336937,0.002890498,0.45742592,0.07309755,0.07024773,0.021504125,0.03980754,0.065403186,0.008011573,0.010324637,0.018798457,0.12520924,0.0026776574,0.0017860635,0.0036714007,0.007495866,0.019965857,0.071682654,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0045644236,0.47400165,0.10944087,0.01639745,0.041558977,0.04472726,0.050356094,0.0071107056,0.008267315,0.017354334,0.12110038,0.00139453,0.00085655326,0.0011587375,0.0068120905,0.01908541,0.07581318,0.010615549,0.33109385,0.12166426,0.035302423,0.106332906,0.07149889,0.050974708,0.011766791,0.013774497,0.023460047,0.12399918,0.004285308,0.0022707067,0.009490612,0.011568638,0.026175622,0.045725938,4
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004961229,0.44954833,0.116967544,0.016612418,0.041965656,0.051633816,0.051156215,0.0075658904,0.009097962,0.019875672,0.12837197,0.0017056226,0.0009791858,0.001205758,0.0075525506,0.020504905,0.07029526,0.008632688,0.29409936,0.11192286,0.060714737,0.053298328,0.070608966,0.067986384,0.018015932,0.02089434,0.032724064,0.11934164,0.006039098,0.0048091835,0.010043948,0.015389646,0.032049756,0.07342911,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0045872135,0.46522585,0.114157565,0.01676877,0.04011582,0.047807984,0.051254883,0.0071954057,0.008592488,0.018302867,0.123629175,0.0015546308,0.0009068812,0.0011413001,0.0072270613,0.019627137,0.071905,0.0020372139,0.5068897,0.07970405,0.051410135,0.019030828,0.03567515,0.059845477,0.006766574,0.0074330205,0.016604457,0.121749565,0.0016508036,0.0011124025,0.0027847458,0.0054527614,0.014652017,0.06720112,10
0.0002339214,0.74507046,0.09662301,0.01866502,0.0073688715,0.017542247,0.031083997,0.0011307294,0.0013216888,0.0036439197,0.033081714,0.00015481075,0.000117442265,6.9565256e-05,0.00037496016,0.007426684,0.03609106,0.0055723665,0.433743,0.119268045,0.018288841,0.0436,0.053001557,0.05369313,0.008349659,0.010122897,0.021678278,0.12560132,0.0020256126,0.0011972538,0.0014418559,0.00835209,0.022426557,0.07163748,0.0017717094,0.53642696,0.07597318,0.04361349,0.02226657,0.036874138,0.054618407,0.0055150175,0.00582627,0.013663084,0.12176346,0.001410108,0.000745472,0.0026585213,0.004972563,0.013090378,0.05881069,14
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0059526796,0.42451912,0.11876216,0.019364486,0.044246748,0.05379305,0.054951422,0.008904911,0.010615473,0.022111256,0.12719984,0.0022009304,0.001323665,0.001595322,0.00886512,0.02290645,0.07268736,0.004807678,0.41503116,0.121362686,0.03301618,0.06078148,0.057128713,0.05152119,0.009208384,0.009144729,0.01947626,0.131678,0.0024336586,0.001266132,0.0054802243,0.008116871,0.017966798,0.051579867,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005424312,0.43690738,0.11879984,0.017932165,0.042988032,0.053347107,0.052714873,0.008154058,0.009891732,0.021304742,0.12716073,0.001979135,0.0011418422,0.001382161,0.008284508,0.021807225,0.07078009,0.0012092588,0.5780471,0.073976055,0.039310873,0.011539258,0.028773671,0.05912337,0.005508898,0.0052353023,0.01560086,0.099336535,0.0010850198,0.0006487667,0.001928021,0.0042485595,0.010666269,0.063762225,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005758617,0.42879304,0.11892124,0.019053098,0.0441204,0.053673696,0.054129913,0.008627969,0.010436632,0.021816684,0.12639706,0.0021391218,0.0012716517,0.0015365981,0.008720349,0.02257285,0.07203109,0.0028150126,0.44548893,0.12680615,0.03651074,0.018730767,0.047804207,0.07072371,0.012729484,0.0094847875,0.030973144,0.09111276,0.0021767507,0.001590442,0.0041053435,0.008174212,0.016495718,0.07427778,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004881561,0.45164156,0.1175085,0.015929097,0.04110431,0.051551715,0.05096142,0.0074289036,0.008882161,0.019951848,0.12917748,0.0016388493,0.0009361515,0.001138841,0.0073017664,0.020383626,0.06958206,0.011086155,0.250536,0.1261508,0.051928937,0.08247791,0.08313262,0.05735958,0.020130416,0.022711653,0.032640416,0.121004045,0.006275869,0.0051743863,0.011568446,0.017396264,0.034850735,0.065575704,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0058939,0.42518258,0.12205505,0.019112876,0.043098323,0.05440711,0.05476357,0.008712614,0.010723579,0.023080071,0.124389485,0.0022667514,0.0013340587,0.0015507825,0.008942132,0.02346653,0.07102062,0.0008490167,0.63059944,0.07432093,0.029075406,0.01060984,0.0258413,0.050199676,0.0043007387,0.0036532562,0.013122175,0.090932,0.0006514652,0.00036483607,0.00134,0.0030372622,0.008007044,0.053095657,16
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005191693,0.4431734,0.11838525,0.017381,0.042315647,0.052249473,0.052160837,0.00787857,0.009525036,0.020703822,0.12704752,0.0018504278,0.0010683758,0.0012977772,0.00793271,0.021293856,0.07054468,0.0027313202,0.45455265,0.099932276,0.04725089,0.024363717,0.045868352,0.062062435,0.0098823,0.009894626,0.022499911,0.11553463,0.0021198518,0.0015132201,0.0037829694,0.0077017616,0.017658563,0.07265056,1
0.0055011255,0.40869862,0.13184048,0.05059679,0.034527596,0.056414507,0.10023837,0.011075585,0.012452354,0.017486535,0.04152296,0.0046501253,0.004573666,0.0023995822,0.0066455095,0.02510632,0.08626991,0.008063191,0.38135958,0.11653026,0.027472334,0.050819423,0.058971543,0.06077121,0.011665257,0.013680843,0.026240936,0.12486814,0.0033653034,0.0021467563,0.0026884042,0.010945261,0.026219035,0.07419253,0.008972128,0.28885895,0.14140527,0.039817706,0.08657985,0.07937191,0.05274112,0.016492482,0.017011127,0.028727941,0.12296978,0.0044477503,0.0031745527,0.00946569,0.013722461,0.027727138,0.058514073,2
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004979674,0.45018077,0.1166042,0.016880952,0.041384462,0.05073906,0.051590484,0.007639075,0.009073383,0.019714206,0.12856619,0.00170063,0.0009916452,0.0012225767,0.0075584273,0.020392453,0.0707819,0.0005169883,0.6869926,0.054798756,0.02884126,0.0061275694,0.017887075,0.046864595,0.0029272067,0.002705474,0.010222754,0.08240749,0.0004447525,0.00025014777,0.00081458106,0.002132336,0.006263668,0.04980282,1
0.0036720065,0.16914615,0.06251913,0.26495707,0.009855128,0.035635166,0.074498795,0.0053454316,0.01880555,0.033685476,0.21118534,0.0015005923,0.0012516646,0.0014148876,0.005561381,0.025682589,0.07528354,0.00870482,0.24389303,0.10255238,0.15246154,0.03441612,0.044620745,0.09135446,0.015065013,0.016813956,0.035865486,0.086433195,0.005509239,0.005915115,0.009208926,0.014742897,0.028609237,0.10383382,0.010306404,0.23615265,0.14994414,0.048250306,0.037422147,0.082081266,0.08426197,0.028041761,0.026808145,0.0605812,0.079381995,0.00780266,0.006863485,0.01287878,0.01871793,0.03424951,0.0762557,9
3.9088205e-05,0.008181013,0.0017187234,0.009652499,0.00033937226,0.0010484396,0.0005655487,9.144687e-05,0.00025308164,0.002433861,0.9728846,6.5446534e-06,5.1908523e-06,4.149758e-05,0.00012763627,0.0010521968,0.0015591438,0.0049878345,0.4489685,0.11653256,0.016534165,0.041983165,0.051623557,0.051297177,0.0075982716,0.0090665715,0.019774824,0.12933972,0.0016901199,0.0009767498,0.0012041454,0.007503489,0.020430002,0.070489116,0.0024850424,0.47733006,0.07846164,0.058315683,0.02180638,0.03952241,0.061197024,0.0077257473,0.0090234205,0.018124884,0.124902226,0.0020782922,0.001438458,0.0032593713,0.0065491265,0.017485877,0.07029433,10
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0048345914,0.45296082,0.11716318,0.015898341,0.04129327,0.05152091,0.05052426,0.007346024,0.008842648,0.019733388,0.12906355,0.0016264406,0.00092597667,0.001134023,0.007295523,0.020224968,0.06961212,0.0019830894,0.51300603,0.08111651,0.048039984,0.022726016,0.039082155,0.05504602,0.0064559854,0.0072939005,0.016082507,0.12101555,0.0014861056,0.00095961714,0.0026514432,0.005384374,0.014938992,0.06273187,1
0.0029210814,0.21104628,0.06397067,0.14030448,0.013828643,0.034441695,0.04420606,0.0057284087,0.010695051,0.0320033,0.35955626,0.0015564903,0.0015450773,0.0015144683,0.0044928887,0.020444592,0.05174457,0.005500307,0.43564904,0.11795268,0.018149601,0.043120455,0.05257927,0.05342909,0.008328455,0.00990034,0.021108381,0.1279108,0.0019628124,0.0011601723,0.0014131116,0.008242952,0.021830728,0.07176179,0.0034551984,0.43601936,0.10148716,0.044779375,0.03667951,0.04877936,0.056985706,0.009082439,0.009270971,0.018620785,0.13512808,0.0024655,0.0014359495,0.0046077706,0.007885534,0.017685981,0.06563121,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005723262,0.4292281,0.12004195,0.01855714,0.043230306,0.05446278,0.053655483,0.008501663,0.010355514,0.022221256,0.12684582,0.0021506816,0.001243526,0.0014799593,0.008716045,0.02260301,0.07098361,0.0048419833,0.36287373,0.1217944,0.048501357,0.04059852,0.06292292,0.062928095,0.0145363,0.014433486,0.02877134,0.11760258,0.003366368,0.0025851335,0.0063113677,0.011201483,0.023537718,0.07319318,2
0.01767047,0.16878583,0.10347265,0.12188266,0.036867782,0.063700564,0.11185009,0.02267754,0.036593653,0.04833317,0.076298855,0.012999438,0.013092537,0.009882719,0.020717587,0.043855857,0.09131867,0.009371116,0.24189514,0.09909173,0.1388889,0.04059384,0.04958427,0.09196642,0.01719956,0.01851377,0.032137897,0.09325843,0.006695044,0.0059116334,0.010064264,0.01769178,0.028928647,0.098207675,0.0032244471,0.4248695,0.10354509,0.050961442,0.024447283,0.048701994,0.06728222,0.011802631,0.01177147,0.025848776,0.11296126,0.002536518,0.0019405176,0.00445442,0.008975277,0.019462047,0.07721521,6
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.007708987,0.3858858,0.12345386,0.024133349,0.04686703,0.05859743,0.05963503,0.010968644,0.013458872,0.026782999,0.12304989,0.0033160527,0.0020730777,0.0023609072,0.011240477,0.027101303,0.073366284,0.010188691,0.25742272,0.19829755,0.029012537,0.059410334,0.08941179,0.059832595,0.026894541,0.020191336,0.05219036,0.07777512,0.004159807,0.003902057,0.009769995,0.015521171,0.027588818,0.05843063,2
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004988097,0.4488943,0.11867184,0.016738689,0.041599263,0.051855367,0.05135682,0.007573993,0.009207688,0.020588297,0.12637118,0.0017665856,0.0009982703,0.0012120972,0.007647861,0.020978823,0.0695509,0.0007993945,0.6221083,0.061240047,0.03913478,0.009728506,0.023772493,0.05102927,0.0037492248,0.0040201275,0.011508581,0.10146378,0.000698882,0.00041703525,0.0012310862,0.0029624095,0.0088188285,0.057317294,6
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005426984,0.43970063,0.117124274,0.01813832,0.04313078,0.051359706,0.053328615,0.008191255,0.0098210685,0.020673815,0.12578869,0.0019120325,0.0011442808,0.0014091871,0.008155062,0.021710359,0.07298489,0.0016155603,0.5509912,0.07731582,0.04175574,0.016650619,0.03400456,0.0581151,0.0060690464,0.0057925554,0.015652057,0.10837963,0.0013103515,0.00077422045,0.0024385764,0.004897248,0.0124079585,0.061829668,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0051248926,0.44506863,0.11761393,0.016862607,0.042145614,0.052236874,0.051791713,0.0077544614,0.009321177,0.020340346,0.12850043,0.0017766218,0.0010252043,0.0012491229,0.0077285776,0.020940142,0.07051965,0.002126257,0.50444716,0.086287364,0.04588009,0.020315208,0.03893089,0.059371013,0.007668371,0.007680974,0.018589165,0.114996776,0.0016560821,0.0011062011,0.0029414291,0.0059507876,0.014936222,0.06711601,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004586289,0.46062204,0.115647286,0.015437994,0.04061105,0.050409365,0.04960442,0.0070477687,0.008444266,0.018825531,0.1294077,0.0015102617,0.0008526194,0.0010599338,0.0070070517,0.019408962,0.069517486,0.0020609586,0.5074977,0.07786408,0.049314924,0.022977935,0.03848436,0.055663936,0.006560422,0.0069368365,0.015009732,0.12716411,0.0016600733,0.0009956626,0.002921711,0.005582198,0.014673618,0.06463168,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0050761625,0.44612947,0.11783774,0.017046195,0.042202268,0.05207402,0.051593896,0.007725798,0.009337404,0.020356184,0.12754506,0.0017893192,0.0010264344,0.0012555195,0.007778818,0.020932522,0.07029313,0.003149991,0.41869867,0.11745902,0.04470609,0.021010637,0.04860497,0.072026625,0.012700204,0.011107463,0.028968988,0.104622945,0.0026894948,0.0019168231,0.004842196,0.009227066,0.018190103,0.08007864,2
0.0019010551,0.5959987,0.11866576,0.014010994,0.03388104,0.04477048,0.058651187,0.006163914,0.0051349225,0.0073823943,0.025640901,0.0017011331,0.0017234004,0.0010814689,0.0025543582,0.01653115,0.06420726,0.0050165798,0.44781056,0.118956596,0.016474847,0.04129688,0.05236122,0.05125895,0.007565662,0.009198991,0.02068767,0.12743475,0.0017658916,0.0009939038,0.0011964298,0.0076471637,0.020977648,0.06935615,0.0035394921,0.37133202,0.16587313,0.033926714,0.023123896,0.060347073,0.06973855,0.016193127,0.012168487,0.039321933,0.08923928,0.002519925,0.0019252439,0.005206384,0.009981857,0.018707331,0.076855466,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005966724,0.42387712,0.12041461,0.019204339,0.044240937,0.055241466,0.05447119,0.00876435,0.010741716,0.023005527,0.1252726,0.0022967972,0.0013257901,0.0015768579,0.009010653,0.023345012,0.07124433,0.0018411726,0.50448084,0.10916531,0.035594232,0.015198775,0.039623853,0.064541295,0.009067583,0.007392207,0.024268512,0.094026364,0.0014675602,0.0010077759,0.0027955438,0.006022007,0.013353917,0.07015311,1
0.0009925336,0.67673856,0.11053882,0.008889628,0.027761243,0.0345193,0.043387573,0.0037701498,0.0026858589,0.0047525833,0.022076191,0.0009438678,0.00094066607,0.00054021773,0.0014048978,0.011128165,0.04892978,0.005037298,0.44743052,0.118539736,0.016522136,0.040977567,0.05194744,0.051516138,0.0076304395,0.009167143,0.020455629,0.12860852,0.0017478322,0.0009985962,0.0012013785,0.0076263435,0.020831136,0.069762245,0.0052697314,0.35941574,0.11786665,0.05001136,0.043988664,0.06323798,0.061780777,0.014281552,0.014870823,0.028273357,0.12065922,0.0035654611,0.0027421457,0.006485495,0.011377894,0.024747672,0.07142549,5
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005235308,0.44592836,0.114179514,0.017057735,0.043267865,0.050631527,0.052187596,0.007907613,0.0093143,0.019571692,0.12821436,0.0017243135,0.0010304293,0.0013083128,0.007695202,0.02077032,0.07397559,0.007366355,0.3287065,0.12615582,0.04633057,0.050962813,0.06847627,0.06873393,0.016673297,0.016199924,0.031738393,0.114101514,0.0047556916,0.0032356898,0.009300214,0.013713945,0.02585531,0.067693844,4
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004929289,0.4519554,0.11647021,0.01654268,0.041799143,0.050854973,0.051060658,0.007497129,0.009040642,0.019653134,0.12735721,0.0016761019,0.00096971204,0.0012017367,0.0075018955,0.020426571,0.07106345,0.0005096947,0.6817478,0.05247157,0.03129708,0.006085575,0.017882006,0.04845398,0.0028156177,0.0027081184,0.009734673,0.08536232,0.0004683937,0.00025540963,0.00084873236,0.002129307,0.0063272454,0.050902393,1
