f1,f3,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f19,f21,f23,f25,f29,f31,f33,class
1.0,1.0,1.0,0.591405,1.0,0.6348400000000001,0.9523809523809523,0.62534,1.0,0.6438900000000001,1.0,0.693215,1.0,1.0,1.0,1.0,0.947965,0.9280550000000001,0.871945,0.857465,0
1.0,0.973265,0.86277,0.83624,0.7378199999999999,0.912275,0.4822238095238095,0.945545,0.375645,0.922375,0.26178,0.780395,0.12059500000000001,0.17286999999999997,0.23762499999999998,0.34574499999999997,0.479405,0.6837599999999999,0.7302949999999999,0.75188,0
1.0,0.9485300000000001,0.9558800000000001,0.6875,0.871325,0.8382350000000001,0.6932761904761904,0.889705,0.59559,0.944855,0.48897,0.930145,0.39705999999999997,0.25,0.132355,0.069855,0.12867499999999998,0.224265,0.27941,0.35662,0
1.0,0.8,0.816665,0.533335,0.85,0.533335,0.8095238095238095,0.5,0.816665,0.5,0.9,0.5,0.866665,0.8333349999999999,0.866665,0.883335,0.816665,0.8,0.8,0.816665,0
1.0,1.0,0.86157,0.63843,0.9172149999999999,0.20805999999999997,0.9523809523809523,0.358965,1.0,0.250685,0.89981,0.437365,0.884185,1.0,0.98177,0.962995,1.0,1.0,1.0,1.0,0
1.0,0.9507350000000001,0.820655,0.878625,0.6522,0.9757399999999999,0.37881428571428566,0.9826699999999999,0.22258499999999998,0.9059550000000001,0.09071499999999999,0.754745,0.015069999999999972,0.149185,0.33823000000000003,0.529325,0.722415,0.947075,0.939465,0.8527750000000001,0
1.0,0.9588350000000001,0.93045,0.6777150000000001,0.864365,0.728735,0.7639285714285713,0.849325,0.75188,0.87461,0.6805,0.908975,0.57832,0.41805000000000003,0.32001999999999997,0.284565,0.2343,0.17744499999999996,0.17145,0.17972,0
1.0,1.0,1.0,0.5171,1.0,0.472185,0.9523809523809523,0.54382,1.0,0.598255,1.0,0.60164,1.0,1.0,1.0,1.0,1.0,0.978015,1.0,1.0,0
0.0,1.0,1.0,0.0,1.0,0.0,0.9523809523809523,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.47619047619047616,0.5,1.0,1.0,0.0,0.40625,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1
1.0,0.84099,0.91166,0.60954,0.733215,0.66431,0.5990238095238095,0.79152,1.0,0.42403,0.5053,0.722615,0.5053,0.552835,0.521625,0.499585,0.48569,0.476105,0.477075,0.479935,1
1.0,0.756035,1.0,0.76905,0.85589,0.904165,0.6934380952380952,0.732135,0.665405,1.0,0.606245,1.0,0.41292,0.19308999999999998,0.23663,0.057499999999999996,0.0,0.0,0.0,0.04048500000000005,0
1.0,0.905715,0.925715,0.499285,0.895,0.50357,0.8551,0.47857,0.937855,0.5,0.9278550000000001,0.46643,0.932145,0.905,0.884285,0.92143,0.885,0.912855,0.907145,0.9107149999999999,0
1.0,0.947815,0.8365549999999999,0.84719,0.67958,0.9434800000000001,0.4562238095238095,0.9667250000000001,0.30562500000000004,0.92207,0.16363,0.8103899999999999,0.08660000000000001,0.13218000000000002,0.24111,0.38286,0.534555,0.76207,0.8060849999999999,0.800365,0
1.0,0.9378899999999999,0.949755,0.501715,0.9460500000000001,0.50255,0.8873095238095237,0.5,0.975155,0.537265,0.9351050000000001,0.50497,0.931515,0.92857,0.9209100000000001,0.91743,0.8975150000000001,0.90994,0.9037850000000001,0.90044,0
1.0,0.9527350000000001,0.82677,0.8738049999999999,0.649605,0.979525,0.41265714285714283,0.9891,0.23881999999999998,0.916315,0.101715,0.7754300000000001,0.016845,0.140685,0.29227,0.48875,0.68159,0.9298850000000001,0.94327,0.877475,0
1.0,0.5,0.5,0.5,0.5,0.5,0.47619047619047616,0.5,1.0,0.333335,0.583335,0.6302099999999999,0.5,0.5,0.40104,0.416665,0.0,0.385415,0.4375,0.40104,1
1.0,0.96435,0.8808400000000001,0.8117449999999999,0.746525,0.92133,0.5790095238095238,0.975965,0.43022,0.980835,0.26399,0.91795,0.14626500000000003,0.04093000000000002,0.050880000000000036,0.13015500000000002,0.24621500000000002,0.53905,0.680105,0.7970349999999999,0
1.0,0.8722449999999999,0.8538600000000001,0.516545,0.8612150000000001,0.58456,0.8534666666666666,0.538605,0.90717,0.71967,0.818935,0.502755,0.8538600000000001,0.805145,0.837315,0.7601100000000001,0.8648899999999999,0.6544099999999999,0.7795799999999999,0.8014699999999999,0
1.0,0.5,0.994595,0.38648499999999997,0.594595,0.472975,0.47619047619047616,0.5,0.966215,0.536485,1.0,0.4,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.644595,1
0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1
1.0,1.0,1.0,0.41872,1.0,0.38172,0.9523809523809523,0.46243,1.0,0.37495,1.0,0.369195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.903135,0.865305,0.621615,0.823075,0.59519,0.6520142857142857,0.727885,0.723965,0.7321949999999999,0.625,0.78654,0.62596,0.45096,0.48269,0.45572,0.425285,0.38084,0.36683,0.38077,0
1.0,0.96986,0.9024300000000001,0.764105,0.790835,0.865755,0.6426714285714286,0.902555,0.553985,0.952015,0.399925,0.9466749999999999,0.30135,0.118475,0.09369,0.09341500000000003,0.123635,0.26789,0.368055,0.455315,0
1.0,0.9716549999999999,0.9806600000000001,0.7040150000000001,0.90257,0.782845,0.7461285714285714,0.85415,0.70918,0.91615,0.574695,0.947445,0.525835,0.285945,0.248745,0.172425,0.15574499999999997,0.12296999999999997,0.12400500000000003,0.16534,0
1.0,1.0,1.0,0.498285,1.0,0.492175,0.9523809523809523,0.492175,1.0,0.485955,1.0,0.48906499999999997,0.9991399999999999,0.99657,1.0,1.0,1.0,0.9970000000000001,0.995285,0.994855,0
1.0,0.9546600000000001,0.9326399999999999,0.58444,1.0,0.58299,0.7389857142857142,0.84077,0.851035,0.683595,0.58143,0.713695,0.7881,0.658195,0.68912,0.65637,0.62428,0.563175,0.534635,0.560685,0
1.0,0.69643,0.10588000000000003,0.55671,0.41686,0.11810999999999999,0.7936523809523809,0.50595,0.9107149999999999,0.70238,0.16385,0.653645,0.326015,0.77381,0.24085,0.261745,0.6607149999999999,0.7857149999999999,0.225545,0.627205,1
1.0,0.933445,0.86007,0.8333349999999999,0.686005,0.915245,0.5173619047619047,0.929465,0.37941,0.930605,0.24118499999999998,0.837885,0.15643,0.153015,0.25256,0.33731500000000003,0.48578,0.661545,0.730945,0.70478,0
1.0,0.967685,0.96858,0.626795,0.928525,0.693895,0.8525666666666666,0.735635,0.86176,0.7997099999999999,0.8263,0.875,0.75415,0.627695,0.56856,0.50247,0.463195,0.334155,0.30734,0.26290500000000006,0
1.0,0.843645,0.959865,0.11956500000000003,0.908865,0.52174,0.8385095238095237,0.55351,0.933945,0.86873,0.8503350000000001,0.591135,0.8795999999999999,0.85368,0.824415,0.801005,1.0,0.85535,1.0,0.78261,1
1.0,0.70966,0.675,0.5625,0.61591,0.639775,0.45887619047619044,0.72159,0.522585,0.68097,0.404545,0.66818,0.43325,0.32613499999999995,0.39986,0.40682,0.429985,0.0,0.48542,0.49737,1
0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1
1.0,0.71818,0.79091,0.427275,0.59091,0.16363499999999997,0.6406904761904761,0.48182,0.645455,0.472725,0.645455,0.645455,0.68182,0.68182,0.563635,0.8090900000000001,0.663635,0.672725,0.563635,0.645455,1
1.0,0.75466,1.0,0.63354,0.4824,0.0,0.9523809523809523,0.0,0.718425,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.41873499999999997,0.5,1.0,0.5,1
1.0,0.7877000000000001,0.87599,0.473215,0.80754,0.49405,0.7331809523809524,0.516865,0.80853,0.549605,0.795635,0.488095,0.81349,0.801585,0.739085,0.795635,0.75,0.80853,0.8442449999999999,0.8125,0
1.0,1.0,1.0,1.0,0.0,1.0,0.9523809523809523,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1.0,0.9503550000000001,1.0,0.491135,0.9503550000000001,0.503545,0.8797714285714285,0.52837,1.0,0.51773,0.98936,0.50532,0.98759,0.94858,0.93085,1.0,0.9503550000000001,0.9734050000000001,1.0,0.9680850000000001,0
1.0,0.99091,0.9431350000000001,0.515655,0.931245,0.52286,0.8571428571428571,0.5,0.8454550000000001,0.522725,0.8967149999999999,0.54218,0.88559,0.84091,0.85337,0.84302,0.872725,0.836365,0.8035749999999999,0.7942,0
1.0,0.8543499999999999,0.82174,0.52174,0.726085,0.6913050000000001,0.786747619047619,0.591305,0.75,0.6347849999999999,0.78913,0.384785,0.752175,0.680435,0.6347849999999999,0.76623,0.65652,0.7417400000000001,0.82174,0.752175,0
1.0,0.94058,0.860625,0.714405,0.807795,0.81831,0.6610714285714285,0.95251,0.5491550000000001,0.98064,0.399515,0.946,0.321315,0.10615999999999998,0.09071999999999997,0.08028500000000005,0.10833000000000004,0.22633999999999999,0.34743999999999997,0.40344,0
1.0,0.956765,0.135135,1.0,0.30267,0.778675,0.5019285714285714,0.64865,0.407005,0.448795,0.48421,0.45515,0.507005,0.50171,0.50024,0.499985,0.499985,0.5,0.5,0.5,1
1.0,0.550675,0.5,0.5,0.5,0.5,0.7368095238095238,0.9121600000000001,0.655405,1.0,0.5,0.5,0.5,0.66554,0.5,0.5,0.28715999999999997,0.7770250000000001,0.5,0.5,1
1.0,0.87234,0.94353,0.50491,0.94271,0.507355,0.8915904761904762,0.49291,0.8652500000000001,0.55319,0.938285,0.51456,0.936175,0.975175,0.9279850000000001,0.924655,0.93617,0.87234,0.90855,0.90387,0
1.0,0.830805,1.0,1.0,1.0,0.16339499999999996,0.8613952380952381,0.29777,1.0,0.0,1.0,0.05312499999999998,1.0,1.0,1.0,1.0,1.0,0.9799100000000001,1.0,1.0,1
1.0,0.965735,0.899585,0.77878,0.79976,0.85798,0.6009666666666666,0.963255,0.52318,0.98374,0.383815,0.97565,0.22036999999999995,0.04502499999999998,0.03873000000000004,0.03191000000000005,0.08403999999999995,0.29388499999999995,0.43205,0.550035,0
1.0,1.0,1.0,1.0,1.0,0.0,0.9523809523809523,0.0,1.0,0.0,1.0,0.4908,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
1.0,0.98857,0.913415,0.731295,0.858855,0.79366,0.7046095238095238,0.9213899999999999,0.657045,0.9632149999999999,0.551445,0.969725,0.43373,0.23927500000000002,0.15863,0.11296,0.07311999999999996,0.08816999999999997,0.163555,0.200285,0
1.0,1.0,1.0,0.625,0.625,1.0,0.5564333333333333,0.9559,0.43332000000000004,0.9022699999999999,0.329465,0.803965,0.28090000000000004,0.31662,0.367615,0.41911,0.46109,0.505165,0.51112,0.511245,0
1.0,0.541665,0.0,1.0,0.0,1.0,0.8184523809523809,0.735865,0.08928500000000006,0.18638499999999997,0.0,0.0,0.0,0.289435,0.12685999999999997,0.0,0.0,0.0,0.0,0.0,1
1.0,0.68438,0.0,0.0,0.461695,1.0,0.9523809523809523,0.9752050000000001,0.872985,0.30645,0.0,0.103435,0.451615,0.658775,0.428285,0.44012,0.515105,0.497985,0.496195,0.500075,1
0.0,0.0,1.0,1.0,0.5,0.5,0.9523809523809523,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1
1.0,0.837735,0.884905,0.44717,0.88679,0.5188699999999999,0.7906571428571427,0.47736,0.82264,0.50566,0.83396,0.43019,0.860375,0.809435,0.879245,0.86981,0.9245300000000001,0.83396,0.932075,0.86604,0
1.0,0.91754,0.868695,0.42647,0.921745,0.472165,0.9068619047619048,0.47689,0.946955,0.56565,0.905985,0.533615,0.896535,0.983195,0.938025,0.887605,0.97689,1.0,0.9333,0.9527300000000001,0
1.0,0.9612350000000001,0.9820949999999999,0.41163,0.93512,0.38699,0.865247619047619,0.36465000000000003,0.896355,0.35545499999999997,0.85151,0.25180500000000006,0.81669,0.63535,0.70253,0.667545,0.57375,0.46419,0.4908,0.462715,0
1.0,1.0,1.0,0.50783,1.0,0.49888,0.9523809523809523,0.53132,0.988815,0.52237,0.979865,0.51454,1.0,1.0,0.99888,0.978745,1.0,0.995525,1.0,1.0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.9523809523809523,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.125,1.0,1.0,0.0,0.5,1.0,1
1.0,1.0,0.983875,0.49759,0.9834149999999999,0.49639,0.8951428571428571,0.480385,1.0,0.507095,0.9809300000000001,0.49282,0.979735,0.95576,0.97508,0.97318,0.99082,1.0,0.96387,0.96113,0
1.0,0.736685,0.531065,0.408285,0.81158,0.50503,0.693152380952381,0.47781,0.782545,0.508875,0.723375,0.637575,0.85799,0.7071000000000001,0.763835,0.755915,0.739645,0.7677499999999999,0.659765,0.673075,0
1.0,0.841585,0.924015,0.50101,0.921705,0.501505,0.8776190476190475,0.549505,0.879065,0.52051,0.9094599999999999,0.502925,0.90369,0.889675,0.8818250000000001,0.873175,0.8981600000000001,0.811175,0.83312,0.8220350000000001,0
1.0,0.72222,0.768475,0.953815,0.38889,1.0,0.3174619047619047,0.944445,0.0,0.6666650000000001,0.0,0.444445,0.0,0.77778,0.38889,0.88889,0.6666650000000001,0.7872699999999999,0.61111,0.22221999999999997,0
1.0,0.87042,0.89537,0.512715,0.892875,0.518965,0.7915714285714286,0.54974,0.839005,0.65576,0.87967,0.53674,0.873475,0.818065,0.850105,0.8409150000000001,0.83508,0.828535,0.7987949999999999,0.787275,0
1.0,1.0,1.0,0.0,1.0,0.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1
1.0,1.0,1.0,0.44915499999999997,0.999995,0.42401500000000003,0.9523809523809523,0.403615,0.970275,0.324245,0.978675,0.351075,0.968595,0.950685,0.930215,0.914935,0.9204,0.828615,0.8435699999999999,0.823635,0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
1.0,0.924215,0.90281,0.488505,0.885155,0.483505,0.7939285714285713,0.4669,0.79791,0.46167,0.8363,0.471145,0.8212999999999999,0.85627,0.7798499999999999,0.76715,0.73519,0.763065,0.7213849999999999,0.7111149999999999,0
1.0,0.947525,0.9376249999999999,0.527725,0.947525,0.50693,0.9184333333333333,0.51386,0.956435,0.49505,0.9702949999999999,0.49208,0.9594050000000001,0.971285,0.952475,0.943565,0.946535,0.940595,0.9366350000000001,0.933665,0
1.0,1.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.65873,0.9067449999999999,0.88095,0.0,0.0,0.0,1.0,0.844195,0.0,0.914685,1.0,0.0,0.0,1
1.0,0.87458,0.9949699999999999,0.54896,0.879275,0.564385,0.8300619047619047,0.45406,0.97921,0.51241,0.9896050000000001,0.497655,0.98055,0.85513,0.9061049999999999,1.0,0.8588199999999999,0.862175,0.952045,0.864185,0
1.0,1.0,1.0,0.502425,1.0,0.43969,0.8998333333333333,0.50599,0.86541,0.52673,0.9272149999999999,0.504135,0.7729550000000001,0.877675,0.8544350000000001,0.716925,0.78764,0.7155,0.80218,0.780225,0
1.0,1.0,1.0,0.398735,0.93671,0.449365,0.8981333333333332,0.50633,1.0,0.55696,0.962025,0.531645,0.92405,0.93671,0.9683550000000001,1.0,0.810125,1.0,0.765825,0.91772,0
1.0,0.7354499999999999,0.71164,0.66799,0.628305,0.738095,0.4850095238095238,0.747355,0.48942,0.7698400000000001,0.329365,0.656085,0.29364999999999997,0.25,0.425925,0.425925,0.3836,0.579365,0.62434,0.6335999999999999,0
1.0,0.935555,0.89973,0.591485,0.995045,0.64646,0.9021666666666666,0.45831500000000003,0.94299,0.48986,0.95223,0.36638,0.94705,0.9222600000000001,0.98941,0.89477,0.933305,0.8938699999999999,0.879675,0.94119,0
1.0,0.918045,0.860855,0.530295,0.829145,0.541575,0.5899428571428571,0.564805,0.719185,0.60165,0.74709,0.56343,0.723735,0.7407900000000001,0.664175,0.647475,0.63218,0.632145,0.593835,0.583275,0
1.0,0.9972449999999999,0.9204100000000001,0.443435,0.941185,0.417845,0.9479095238095238,0.468715,0.98242,0.46252,0.926105,0.51483,0.935805,0.99149,0.94938,0.93918,0.9668399999999999,0.9714700000000001,0.901265,0.88293,0
0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1
1.0,1.0,1.0,0.41368499999999997,0.933175,0.09110499999999999,0.9277,0.805265,0.977365,0.29309,0.9424300000000001,0.34132,0.9396850000000001,0.561225,0.9514199999999999,0.811785,0.776945,0.7032499999999999,0.66492,0.433295,0
1.0,0.9168350000000001,0.827705,0.788355,0.67481,0.8533850000000001,0.5585380952380952,0.8947350000000001,0.40512000000000004,0.89943,0.29135500000000003,0.832705,0.157895,0.1391,0.18985000000000002,0.25417500000000004,0.36711499999999997,0.61354,0.7155,0.82331,0
1.0,1.0,0.9707,0.532655,0.96053,0.383725,0.8435809523809523,0.418005,0.76399,0.398625,0.782045,0.49644,0.671975,0.725535,0.52991,0.511545,0.51643,0.512155,0.471465,0.47696,0
1.0,0.9442649999999999,0.960035,0.506525,0.96221,0.506795,0.900852380952381,0.448885,0.950515,0.45786,0.9652000000000001,0.494835,0.96547,0.947255,0.94209,0.944535,0.9149,0.9276800000000001,0.91762,0.93393,0
1.0,1.0,1.0,0.10745500000000002,1.0,0.44799500000000003,0.9523809523809523,0.57707,1.0,0.6391,0.9905999999999999,0.46569499999999997,1.0,0.91792,0.9870000000000001,0.99812,1.0,0.9558249999999999,1.0,0.982615,0
1.0,1.0,0.99575,0.13314499999999996,0.9475899999999999,0.012749999999999984,0.9523809523809523,0.32091000000000003,1.0,0.383855,0.81445,0.06798999999999994,1.0,0.8838550000000001,0.983005,0.8506,0.8097300000000001,0.9051,1.0,0.652225,0
1.0,0.977795,0.932105,0.43378,0.97491,0.497695,0.8705190476190476,0.244145,0.962205,0.55184,1.0,0.428765,0.99632,0.9200649999999999,1.0,0.93746,0.928705,0.912135,0.90317,0.893805,0
1.0,0.857605,0.8333349999999999,0.478965,0.815535,0.47411000000000003,0.8475904761904761,0.540455,0.83657,0.548545,0.823625,0.57929,0.80097,0.73463,0.823625,0.6957949999999999,0.762135,0.65696,0.745955,0.6521049999999999,0
1.0,0.956205,0.970955,0.5114,0.973525,0.526725,0.9218190476190475,0.506605,0.9595549999999999,0.53174,0.96383,0.560335,0.96024,0.91872,0.904915,0.885205,0.878775,0.831935,0.854625,0.82629,0
1.0,1.0,0.9065449999999999,0.9101049999999999,0.715095,1.0,0.5743761904761905,0.9027050000000001,0.28064,1.0,0.104325,0.8854599999999999,0.0,0.010464999999999947,0.134585,0.311645,0.7068300000000001,0.628865,0.96785,0.9940800000000001,0
1.0,0.84722,0.5,0.5,0.33531500000000003,0.849205,0.47619047619047616,0.5,0.5,0.5,0.5,0.5,0.603175,0.732145,0.5,0.5,0.867065,0.5,0.5,0.5,1
1.0,0.695895,0.98732,0.52164,1.0,1.0,0.6467666666666666,0.576495,0.77239,0.5653,0.807835,0.08955000000000002,0.78918,0.73321,0.82787,0.916045,0.735075,0.662315,0.69559,0.672055,1
1.0,0.74935,0.715585,0.45195,0.7532449999999999,0.47922,0.7149047619047618,0.54805,0.723375,0.52987,0.77922,0.44026,0.75844,0.776625,0.742855,0.745455,0.7961050000000001,0.715585,0.772725,0.794805,0
1.0,1.0,0.977275,0.454545,0.8863650000000001,0.5,0.9523809523809523,0.5,0.977275,0.5,1.0,0.522725,0.954545,1.0,0.93182,0.8863650000000001,0.954545,0.977275,0.93182,0.93182,0
1.0,1.0,1.0,0.571055,1.0,0.61054,0.9523809523809523,0.4375,1.0,0.6974750000000001,1.0,0.744905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.829225,0.7234050000000001,0.87402,0.526595,0.92553,0.3236809523809524,0.910695,0.15873500000000001,0.76204,0.07894499999999999,0.535555,0.085945,0.476205,0.61646,0.783315,0.8714999999999999,0.7259249999999999,0.602745,0.407335,0
1.0,1.0,1.0,1.0,0.85608,0.0,0.47619047619047616,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.150125,0.5,1.0,1.0,0.62841,0.33809,1
1.0,1.0,1.0,0.44337,0.99623,0.35099,0.9523809523809523,0.334625,0.98331,0.32859499999999997,0.92894,0.263675,0.9595199999999999,0.840655,0.91225,0.794145,0.8351649999999999,0.689705,0.6205849999999999,0.6461049999999999,0
1.0,1.0,0.6835,0.53079,0.5649649999999999,0.963565,0.3448285714285714,0.9679800000000001,0.34236500000000003,0.6884250000000001,0.06403999999999999,0.6847300000000001,0.03571499999999994,0.26724000000000003,0.472905,0.62808,0.86896,1.0,0.69335,0.58879,0
1.0,0.5,1.0,0.75862,0.5,0.5,0.5285285714285713,0.0,0.5,0.5,0.5,0.5,0.0,0.8847,0.5,0.76724,0.04848999999999998,0.0,0.5,0.5,1
1.0,0.926355,1.0,0.540345,1.0,1.0,0.9117761904761904,0.496125,0.918605,0.51938,1.0,0.635765,1.0,0.95349,1.0,1.0,0.9031,0.92248,1.0,1.0,1
1.0,0.9189449999999999,0.860565,0.791925,0.728125,0.890575,0.5546190476190476,0.91366,0.43494,0.9347350000000001,0.269115,0.892485,0.20282499999999998,0.07993,0.189795,0.26294,0.31350999999999996,0.57345,0.685465,0.741595,0
1.0,1.0,1.0,0.47753,1.0,0.46659,0.9523809523809523,0.456005,1.0,0.780865,1.0,0.43631,1.0,1.0,0.99742,0.978005,1.0,0.9146000000000001,0.892395,0.8699600000000001,0
0.0,0.5,0.5,0.5,0.5,0.5,0.47619047619047616,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1
1.0,0.73684,0.9189050000000001,0.50878,0.915775,0.513075,0.8020047619047619,0.473685,0.842105,0.5,0.8992800000000001,0.52514,0.891575,1.0,0.86275,0.851505,0.710525,0.7631600000000001,0.8007500000000001,0.7870900000000001,0
1.0,1.0,1.0,1.0,0.885615,1.0,0.3174619047619047,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.333335,1.0,0.5,1.0,0
1.0,1.0,0.9967600000000001,0.58167,0.97308,0.666735,0.9131380952380952,0.61305,0.9570399999999999,0.685535,0.92125,0.734495,0.9050549999999999,0.825455,0.7827649999999999,0.77793,0.741555,0.67842,0.669605,0.610505,0
