a0,a1,a2,a3,a4,a5,class
0.92358077,0.07641919,0.9276289,0.07237117,0.96157366,0.038426336,0
0.8967352,0.10326483,0.9474756,0.052524418,0.9623461,0.03765394,0
0.40108234,0.59891766,0.5211223,0.4788778,0.0040010307,0.995999,1
0.90396404,0.09603601,0.92684704,0.073152915,0.9591476,0.040852398,0
0.30786908,0.6921309,0.13131636,0.86868364,0.0025228588,0.9974771,1
0.8758166,0.12418341,0.8947735,0.10522647,0.9465,0.053500053,0
0.91483533,0.0851647,0.9265737,0.073426306,0.96881145,0.031188574,0
0.19500543,0.8049945,0.0033560663,0.9966439,0.004188604,0.99581146,1
0.033210836,0.9667891,0.017077519,0.98292243,0.0065958495,0.9934042,1
0.8329058,0.16709416,0.9114121,0.08858789,0.9581363,0.041863672,0
0.84125274,0.15874727,0.91706157,0.08293848,0.9596005,0.040399477,0
0.29788128,0.7021187,0.011741939,0.98825806,0.41662326,0.58337677,1
0.84068364,0.1593163,0.83889,0.16110995,0.4535182,0.5464818,0
0.9110172,0.0889828,0.92585284,0.074147165,0.9732049,0.026795097,0
0.11176645,0.88823354,0.07461191,0.9253881,0.62826395,0.37173605,1
0.8954422,0.104557835,0.89405245,0.10594757,0.93946123,0.060538746,0
0.18475334,0.8152466,0.045865096,0.9541349,0.38114864,0.61885136,1
0.8520707,0.14792927,0.83796215,0.16203782,0.3468414,0.65315855,1
0.32321745,0.6767825,0.3532465,0.64675355,0.6651064,0.33489358,1
0.81715465,0.18284537,0.90115017,0.098849826,0.5890233,0.41097677,0
0.9524274,0.04757257,0.9518881,0.048111934,0.95519876,0.044801295,0
0.90610915,0.093890846,0.92297494,0.0770251,0.97188675,0.028113255,0
0.29003516,0.7099648,0.2130974,0.78690267,0.008736443,0.9912635,1
0.88841915,0.111580886,0.9448716,0.05512833,0.96454686,0.035453115,0
0.85987794,0.14012207,0.9281066,0.07189343,0.95845026,0.041549675,0
0.9165619,0.08343813,0.9269359,0.07306409,0.9598172,0.040182825,0
0.8525959,0.14740404,0.9186923,0.081307665,0.93243563,0.06756434,0
0.26168662,0.7383134,0.06977024,0.9302297,0.17277935,0.8272206,1
0.87806225,0.121937804,0.9320952,0.067904755,0.9567997,0.043200307,0
0.3050479,0.6949521,0.20404626,0.7959537,0.4862168,0.5137832,1
0.87137383,0.12862611,0.900372,0.09962796,0.9427347,0.057265304,0
0.84251606,0.15748395,0.91606593,0.08393412,0.95077944,0.049220573,0
0.8413817,0.15861823,0.9135332,0.08646682,0.9580699,0.041930094,0
0.6451073,0.3548927,0.040802702,0.9591973,0.0016321471,0.99836785,1
0.16632025,0.83367974,0.022334233,0.9776658,0.4131511,0.5868489,1
0.7636309,0.2363691,0.8766366,0.123363316,0.9126155,0.0873846,0
0.18288308,0.8171169,0.05663501,0.943365,0.028183311,0.9718167,1
0.5053326,0.49466744,0.00886085,0.9911391,1.967593e-05,0.99998033,1
0.37702242,0.62297755,0.19406484,0.80593514,0.022244826,0.97775525,1
0.6770538,0.32294622,0.87037915,0.12962088,0.7341585,0.26584154,0
0.091953956,0.908046,0.010286699,0.9897133,0.0076361196,0.9923639,1
0.08156471,0.91843534,0.0006995018,0.9993005,1.8840261e-05,0.99998116,1
0.8295598,0.17044024,0.89504856,0.10495149,0.95722896,0.042770993,0
0.79693377,0.2030662,0.89481777,0.10518224,0.94259274,0.057407245,0
0.27641487,0.7235851,0.15430647,0.84569347,0.43084294,0.56915706,1
0.08737528,0.9126247,0.06448057,0.9355194,0.006316825,0.9936832,1
0.78747326,0.21252668,0.84483045,0.15516955,0.94371945,0.05628055,0
0.8849284,0.115071595,0.94203997,0.057959963,0.9594066,0.040593363,0
0.74536115,0.25463888,0.8860418,0.11395821,0.83868587,0.16131417,0
0.7832503,0.21674971,0.90380645,0.09619359,0.92547774,0.07452222,0
0.8002636,0.19973637,0.8582041,0.14179584,0.3835745,0.6164255,1
0.90554947,0.094450556,0.9268659,0.07313412,0.972057,0.027943026,0
0.43859813,0.5614019,0.20115544,0.7988446,0.15727066,0.84272933,1
0.80374795,0.19625208,0.9078648,0.0921352,0.9420328,0.057967246,0
0.1087606,0.8912394,0.0018121507,0.99818784,0.0033136588,0.9966864,1
0.7774307,0.22256926,0.042689886,0.95731014,0.0001641493,0.99983585,1
0.94523203,0.054767974,0.9490592,0.05094077,0.9483698,0.05163017,0
0.886473,0.113527015,0.94062334,0.05937661,0.95835614,0.041643854,0
0.6699365,0.33006358,0.06633105,0.9336689,7.783896e-05,0.99992216,1
0.812478,0.18752204,0.9096381,0.09036192,0.93600553,0.06399443,0
0.37702242,0.62297755,0.19406484,0.80593514,0.022244826,0.97775525,1
0.05906836,0.9409317,0.0004974925,0.99950254,0.0005221022,0.9994779,1
0.2083087,0.79169136,0.0819953,0.91800475,0.45241126,0.5475887,1
0.37702242,0.62297755,0.19406484,0.80593514,0.022244826,0.97775525,1
0.9381628,0.061837237,0.9354098,0.06459018,0.97951335,0.020486666,0
0.790803,0.20919701,0.895767,0.10423305,0.9400682,0.05993186,0
0.80608994,0.19391006,0.9242813,0.07571874,0.71436274,0.28563726,1
0.88449985,0.11550018,0.9412469,0.05875312,0.9713518,0.028648116,0
0.8325406,0.16745941,0.87200123,0.12799874,0.9491321,0.05086794,0
0.8397548,0.16024521,0.91280854,0.08719151,0.94422346,0.055776525,0
0.15776472,0.8422353,0.036503218,0.9634968,0.0005982444,0.9994018,1
0.9507349,0.049265135,0.9484287,0.051571343,0.94629925,0.053700678,0
0.8926371,0.10736295,0.9468651,0.053134948,0.96668506,0.033314925,0
0.8875619,0.11243807,0.89043695,0.10956301,0.9482432,0.05175683,0
0.7550707,0.24492934,0.56344944,0.43655062,0.04598774,0.9540123,1
0.8916128,0.10838715,0.9385447,0.061455306,0.95055676,0.049443264,0
0.80700463,0.19299541,0.8673096,0.13269038,0.800744,0.19925599,0
0.7980826,0.20191737,0.8875921,0.112407945,0.92334145,0.076658554,0
0.8891787,0.110821284,0.91789347,0.08210654,0.97405595,0.02594408,0
0.77277553,0.22722445,0.85120374,0.1487962,0.92003757,0.07996246,0
0.93057066,0.069429316,0.93811905,0.06188095,0.97209847,0.027901525,0
0.8786237,0.12137625,0.93672997,0.06326999,0.96087885,0.03912111,0
0.42472678,0.57527316,0.1650627,0.8349373,0.61264145,0.38735852,1
0.41944468,0.5805554,0.8544719,0.14552808,0.39586166,0.6041384,0
0.8146919,0.1853081,0.8982845,0.101715505,0.91701025,0.08298976,0
0.8527945,0.14720552,0.92523277,0.074767224,0.95633006,0.04366994,0
0.8926172,0.10738272,0.8550483,0.1449517,0.24156743,0.7584325,1
0.89436316,0.105636805,0.94219476,0.057805166,0.9596447,0.040355317,0
0.7597525,0.2402475,0.8346554,0.1653446,0.87424237,0.12575763,0
0.2906445,0.7093555,0.18099958,0.8190004,0.5702739,0.42972606,1
0.8227644,0.17723562,0.7928737,0.20712638,0.77575976,0.2242403,0
0.7895232,0.21047685,0.9016516,0.09834834,0.94245994,0.057540093,0
0.20524211,0.79475784,0.03169798,0.9683021,0.0004243675,0.9995757,1
0.8879056,0.1120944,0.9410289,0.058971092,0.9542833,0.045716673,0
